instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation,source_file
CSNA3,VIVT3,1Year,1S,kendall,4,0.1841003015917418,14.0544331073761,0.9185676574707032,1753841,2100935,9197573,9197775,1902236,,correlation_instrument_combinations_part_1_736973_backup.csv
CSAN3,TIMS3,1Year,1H,spearman,4,-0.6036776296043878,6.79107403755188,0.56046462059021,2531894,2024239,2170,2555,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,MGLU3,1Year,1T,spearman,9,0.319313162669051,7.821307897567749,0.5993599891662598,2880579,2337273,153293,153293,102386,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,ELET3,1Year,1T,spearman,9,0.8018724371629313,7.19859766960144,0.5823566913604736,1739149,3059464,153297,153297,102578,,correlation_instrument_combinations_part_1_736973_backup.csv
HYPE3,MULT3,1Year,1H,kendall,6,0.5293752216871389,4.90780782699585,0.555030107498169,1465959,1704767,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
CXSE3,TOTS3,1Year,1D,spearman,8,,4.692140579223633,,1692802,1702042,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,ITUB4,1Year,1T,kendall,5,0.7087846610583713,11.431675672531128,0.5783064365386963,3024581,4553920,153297,130190,88964,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,USIM5,1Year,1ms,pearson,10,-0.5204522748694811,7.741706371307373,0.088214635848999,2880579,1588823,2880579,1588823,4051046,,correlation_instrument_combinations_part_1_736973_backup.csv
BEEF3,CSNA3,1Year,1ms,spearman,4,0.2199021729144212,7.656177997589111,1.2103734016418457,1994111,1753841,1994111,1753841,3708069,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,HYPE3,1Year,1H,kendall,2,-0.2798482688821795,9.558035850524902,0.580322265625,4920259,1465959,2170,2555,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
GGBR4,VALE3,1Year,1T,kendall,4,0.3550305265595695,10.523442029953005,0.5914151668548584,2814658,4355401,153293,130190,88874,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,RAIZ4,1Year,1D,kendall,4,,6.156686305999756,,2096459,2328423,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,HAPV3,1Year,1D,pearson,4,,7.433089971542358,,1739149,3754418,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
ALOS3,TIMS3,1Year,1S,spearman,8,0.922698764491153,13.382757663726808,0.8869516849517822,1494794,2024239,9197810,9197767,1883132,,correlation_instrument_combinations_part_1_736973_backup.csv
RENT3,VBBR3,1Year,1D,spearman,1,,7.766908168792725,,3085387,2642833,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,CSAN3,1Year,1S,kendall,10,-0.3288267366966857,15.536627769470217,0.9982540607452391,2880579,2531894,9197569,7811390,2334330,,correlation_instrument_combinations_part_1_736973_backup.csv
MULT3,VIVA3,1Year,1T,pearson,2,0.9106277159501298,4.691917896270752,0.0024676322937011,1704767,1574493,153297,153293,102607,,correlation_instrument_combinations_part_1_736973_backup.csv
BBSE3,CMIN3,1Year,1S,kendall,3,0.2601901782325123,13.235410451889038,0.9163508415222168,2027918,1433386,9197816,9197565,1876460,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,EQTL3,1Year,1T,pearson,1,0.8772770391788057,6.445154190063477,0.0024816989898681,1739149,2934890,153297,153293,102568,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,CYRE3,1Year,1D,kendall,7,,6.311252593994141,,2640596,1990807,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,ITSA4,1Year,1S,pearson,4,0.9567387371675116,16.37742567062378,0.0473732948303222,3024581,3800661,9197789,7811781,2700477,,correlation_instrument_combinations_part_1_736973_backup.csv
CYRE3,RAIZ4,1Year,1T,pearson,7,-0.7981721207676783,5.962584495544434,0.0024888515472412,1990807,2328423,153297,153297,102587,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,GGBR4,1Year,1H,kendall,3,0.0410020913588732,7.806475400924683,0.5894083976745605,2096459,2814658,2170,2555,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
ASAI3,USIM5,1Year,1T,pearson,3,-0.5076518898132654,6.530442237854004,0.002270221710205,3149833,1588823,153297,130197,88930,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,VALE3,1Year,1T,spearman,4,0.5142678905437743,9.609820127487184,0.5908019542694092,2096459,4355401,130190,130190,88898,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,CXSE3,1Year,1S,pearson,8,-0.2550058109321157,14.206904888153076,0.0400972366333007,2880579,1692802,9197569,9197780,2223776,,correlation_instrument_combinations_part_1_736973_backup.csv
BRAV3,TOTS3,1Year,1H,spearman,5,-0.4856540379017992,5.95398211479187,0.5618529319763184,2211028,1702042,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
PETR3,RAIZ4,1Year,1T,pearson,5,0.5809448705647028,6.500991821289063,0.0023109912872314,2313747,2328423,130190,153297,88943,,correlation_instrument_combinations_part_1_736973_backup.csv
PRIO3,VAMO3,1Year,1T,pearson,4,0.2158977068663907,6.259255647659302,0.0022425651550292,2583061,1938079,130197,153297,88807,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,SMFT3,1Year,1S,spearman,2,0.8831490134933124,13.005098581314089,0.8682305812835693,2096459,1640080,7811387,9197937,1803861,,correlation_instrument_combinations_part_1_736973_backup.csv
BEEF3,VALE3,1Year,1H,spearman,8,0.4702268511989116,9.2710120677948,0.5581192970275879,1994111,4355401,2555,2170,1502,,correlation_instrument_combinations_part_1_736973_backup.csv
HAPV3,TIMS3,1Year,1D,spearman,2,,7.857304096221924,,3754418,2024239,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CXSE3,PRIO3,1Year,1S,pearson,3,-0.4863477541362078,13.048031568527222,0.0351026058197021,1692802,2583061,9197780,7811768,1949728,,correlation_instrument_combinations_part_1_736973_backup.csv
BEEF3,PETR3,1Year,1S,spearman,6,-0.5504874925569767,13.838887691497805,0.9218542575836182,1994111,2313747,9197788,7811392,2002625,,correlation_instrument_combinations_part_1_736973_backup.csv
CSNA3,ITSA4,1Year,1D,pearson,4,,7.480835914611816,,1753841,3800661,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
VBBR3,VIVT3,1Year,1H,pearson,3,-0.5218460312658603,6.507511854171753,0.0014886856079101,2642833,2100935,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
MULT3,UGPA3,1Year,1S,pearson,6,0.7260948212809493,11.951181888580322,0.033703327178955,1704767,1794061,9197819,7811515,1580316,,correlation_instrument_combinations_part_1_736973_backup.csv
GGBR4,RAIZ4,1Year,1D,pearson,4,,7.0190589427948,,2814658,2328423,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,VAMO3,1Year,1D,pearson,7,,5.002986431121826,,1739149,1938079,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CSAN3,ITSA4,1Year,1ms,pearson,1,-0.4257842449799104,11.459460258483888,0.1482167243957519,2531894,3800661,2531894,3800661,6275177,,correlation_instrument_combinations_part_1_736973_backup.csv
MULT3,RENT3,1Year,1H,pearson,8,0.6967670595598124,6.496544361114502,0.000864028930664,1704767,3085387,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,CYRE3,1Year,1S,kendall,2,0.7459756598905196,15.446712970733644,1.0063769817352295,3024581,1990807,9197789,9197784,2504450,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIG4,CYRE3,1Year,1ms,kendall,6,-0.0794785527695632,10.68286108970642,1.6879589557647705,3095210,1990807,3095210,1990807,5064296,,correlation_instrument_combinations_part_1_736973_backup.csv
ELET3,EQTL3,1Year,1ms,kendall,8,0.6692924191780325,12.49989914894104,1.91817307472229,3059464,2934890,3059464,2934890,5899263,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,ENGI11,1Year,1H,pearson,8,0.968963119420974,6.290616989135742,0.0015945434570312,3024581,1490072,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
PETR4,SMFT3,1Year,1D,pearson,6,,10.23501753807068,,5783697,1640080,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,LREN3,1Year,1S,spearman,4,0.5807797670744054,15.964794635772703,0.9869883060455322,2640596,3132116,7811757,9197573,2613547,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,VIVA3,1Year,1T,pearson,5,-0.803844948939731,9.077805280685425,0.0023319721221923,4920259,1574493,130197,153293,89058,,correlation_instrument_combinations_part_1_736973_backup.csv
VALE3,WEGE3,1Year,1H,pearson,6,-0.258156272953125,9.826950073242188,0.0009629726409912,4355401,2589087,2170,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
RAIL3,VALE3,1Year,1S,spearman,9,-0.4707293488965344,18.286208629608154,1.0518653392791748,3015133,4355401,9197569,7811393,2698088,,correlation_instrument_combinations_part_1_736973_backup.csv
PETR3,SMFT3,1Year,1T,kendall,1,-0.554055592780667,6.089170455932617,0.5699243545532227,2313747,1640080,130190,153299,88972,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,PRIO3,1Year,1H,kendall,6,-0.2354190845871704,7.013469457626343,0.5616726875305176,2096459,2583061,2170,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,RAIL3,1Year,1T,kendall,6,-0.2694391097918661,7.178909778594971,0.5838291645050049,1739149,3015133,153297,153293,102600,,correlation_instrument_combinations_part_1_736973_backup.csv
RENT3,VALE3,1Year,1ms,spearman,4,-0.0827686660913358,15.104417324066162,1.95353364944458,3085387,4355401,3085387,4355401,6831115,,correlation_instrument_combinations_part_1_736973_backup.csv
ENGI11,WEGE3,1Year,1D,pearson,5,,5.655948162078857,,1490072,2589087,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
ALOS3,SMFT3,1Year,1T,pearson,2,0.9047951901082592,4.725169658660889,0.0024983882904052,1494794,1640080,153297,153299,102656,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,HAPV3,1Year,1S,spearman,9,0.7210480363328319,16.310154676437378,1.023613452911377,2640596,3754418,7811757,7811762,2821962,,correlation_instrument_combinations_part_1_736973_backup.csv
UGPA3,VIVT3,1Year,1ms,kendall,4,-0.0134419791983027,8.007580041885376,1.3126606941223145,1794061,2100935,1794061,2100935,3596814,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,SMFT3,1Year,1T,kendall,5,-0.2293384305080838,9.750774383544922,0.5895636081695557,4920259,1640080,130197,153299,89058,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,SMFT3,1Year,1H,pearson,9,0.929293134493252,6.256929874420166,0.001528263092041,2880579,1640080,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BPAC11,PETR4,1Year,1H,spearman,4,-0.7081059155527852,12.774539232254028,0.5691285133361816,2880579,5783697,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,VBBR3,1Year,1ms,kendall,9,0.6520405660924556,9.696841478347778,1.4591412544250488,2096459,2642833,2096459,2642833,4321330,,correlation_instrument_combinations_part_1_736973_backup.csv
BBSE3,ENEV3,1Year,1H,kendall,8,-0.455797837043338,6.170935869216919,0.5603210926055908,2027918,2096459,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
VAMO3,VIVA3,1Year,1S,spearman,10,-0.5171604114124085,13.384623050689695,0.9156808853149414,1938079,1574493,9197783,9197570,2014497,,correlation_instrument_combinations_part_1_736973_backup.csv
MRVE3,TIMS3,1Year,1D,spearman,5,,5.180527448654175,,1758559,2024239,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,USIM5,1Year,1T,spearman,5,-0.3917582660188796,6.972143888473511,0.577784538269043,3024581,1588823,153297,130197,88983,,correlation_instrument_combinations_part_1_736973_backup.csv
ITSA4,TIMS3,1Year,1D,pearson,7,,8.147917032241821,,3800661,2024239,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
PETR4,POMO4,1Year,1D,spearman,1,,11.566202163696287,,5783697,2603793,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CSNA3,ITUB4,1Year,1S,spearman,9,-0.2455633001257113,16.581332206726074,1.0387287139892578,1753841,4553920,9197573,7811389,2568678,,correlation_instrument_combinations_part_1_736973_backup.csv
ELET3,VIVT3,1Year,1D,kendall,4,,7.031682729721069,,3059464,2100935,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIG4,RAIL3,1Year,1H,spearman,6,0.1522622323994448,8.919993877410889,0.5680835247039795,3095210,3015133,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,LREN3,1Year,1S,spearman,6,0.5807797670744054,15.895008325576782,0.9907059669494628,2640596,3132116,7811757,9197573,2613547,,correlation_instrument_combinations_part_1_736973_backup.csv
ENGI11,VBBR3,1Year,1H,spearman,7,0.806677152571344,6.211485385894775,0.561356782913208,1490072,2642833,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
ABEV3,ELET3,1Year,1T,spearman,3,0.2029410527071409,11.361657619476318,0.5799736976623535,4486771,3059464,153297,153297,102517,,correlation_instrument_combinations_part_1_736973_backup.csv
CXSE3,ITUB4,1Year,1T,pearson,8,-0.1911748570577667,8.55943512916565,0.001807689666748,1692802,4553920,153297,130190,88970,,correlation_instrument_combinations_part_1_736973_backup.csv
ENGI11,HAPV3,1Year,1H,spearman,4,0.7514372979398991,7.6725685596466064,0.576526403427124,1490072,3754418,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
GGBR4,SBSP3,1Year,1ms,spearman,1,-0.355597326820504,10.13209056854248,1.553664207458496,2814658,2043096,2814658,2043096,4825051,,correlation_instrument_combinations_part_1_736973_backup.csv
ABEV3,ASAI3,1Year,1T,pearson,2,0.4577990647930399,10.6593816280365,0.0024240016937255,4486771,3149833,153297,153297,102508,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,CMIG4,1Year,1ms,kendall,4,0.0323547140256524,10.085286617279053,1.5651733875274658,1739149,3095210,1739149,3095210,4750941,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,ITSA4,1Year,1D,spearman,4,,9.488078117370604,,3024581,3800661,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
LREN3,POMO4,1Year,1H,spearman,3,0.3479429806662489,8.42319130897522,0.5831520557403564,3132116,2603793,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BRAV3,HYPE3,1Year,1S,pearson,9,-0.4073287274127856,12.764670848846436,0.0346899032592773,2211028,1465959,9197761,9197562,1951667,,correlation_instrument_combinations_part_1_736973_backup.csv
HYPE3,SMFT3,1Year,1S,kendall,3,0.5034385208008375,12.783142328262327,0.8945262432098389,1465959,1640080,9197562,9197937,1675224,,correlation_instrument_combinations_part_1_736973_backup.csv
CXSE3,RAIL3,1Year,1H,kendall,5,0.277124478983552,7.01016902923584,0.563572883605957,1692802,3015133,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,ENEV3,1Year,1T,spearman,2,-0.548437847782167,10.43058705329895,0.5948269367218018,4920259,2096459,130197,130190,88967,,correlation_instrument_combinations_part_1_736973_backup.csv
CSAN3,SBSP3,1Year,1ms,pearson,10,-0.5050699260499313,8.068799018859863,0.1027932167053222,2531894,2043096,2531894,2043096,4213019,,correlation_instrument_combinations_part_1_736973_backup.csv
ABEV3,ITUB4,1Year,1ms,pearson,2,0.1377044702906124,17.257978677749634,0.1928939819335937,4486771,4553920,4486771,4553920,8165330,,correlation_instrument_combinations_part_1_736973_backup.csv
BBSE3,TIMS3,1Year,1S,kendall,3,-0.3964897491798362,14.27987504005432,0.969064474105835,2027918,2024239,9197816,9197767,2091050,,correlation_instrument_combinations_part_1_736973_backup.csv
RDOR3,VBBR3,1Year,1ms,spearman,6,0.7664731453615152,10.236314296722412,1.5566823482513428,2306821,2642833,2306821,2642833,4883434,,correlation_instrument_combinations_part_1_736973_backup.csv
RAIZ4,VALE3,1Year,1T,pearson,4,-0.6645565086014822,9.133928537368774,0.0022792816162109,2328423,4355401,153297,130190,88943,,correlation_instrument_combinations_part_1_736973_backup.csv
RAIZ4,USIM5,1Year,1T,spearman,8,0.4905438634119478,6.199193716049194,0.5866184234619141,2328423,1588823,153297,130197,88960,,correlation_instrument_combinations_part_1_736973_backup.csv
ITSA4,MGLU3,1Year,1ms,spearman,4,0.3302304191238546,12.543233633041382,1.6951754093170166,3800661,2337273,3800661,2337273,5826991,,correlation_instrument_combinations_part_1_736973_backup.csv
MRVE3,USIM5,1Year,1T,pearson,9,-0.5572635494651945,4.856699705123901,0.0022871494293212,1758559,1588823,153297,130197,88926,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIG4,PETR3,1Year,1T,pearson,6,0.1089476509619281,7.538142442703247,0.0023560523986816,3095210,2313747,153297,130190,88972,,correlation_instrument_combinations_part_1_736973_backup.csv
UGPA3,VIVT3,1Year,1H,spearman,5,-0.0997155317899452,6.067877769470215,0.5766353607177734,1794061,2100935,2170,2555,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
CXSE3,RENT3,1Year,1S,kendall,10,0.016029542939414,15.23996114730835,1.0286452770233154,1692802,3085387,9197780,9197767,2313703,,correlation_instrument_combinations_part_1_736973_backup.csv
HYPE3,SUZB3,1Year,1H,spearman,4,-0.5317767783223575,5.699571132659912,0.5577392578125,1465959,2157162,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
USIM5,VALE3,1Year,1D,kendall,6,,8.037624835968018,,1588823,4355401,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,USIM5,1Year,1T,pearson,3,0.8575944068983334,9.134490728378296,0.002303123474121,4920259,1588823,130197,130197,88948,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,ENGI11,1Year,1D,spearman,1,,5.681930541992188,,2640596,1490072,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
RDOR3,TIMS3,1Year,1S,kendall,1,0.8140020411030959,14.578664064407349,0.9782671928405762,2306821,2024239,9197570,9197767,2114724,,correlation_instrument_combinations_part_1_736973_backup.csv
ABEV3,GGBR4,1Year,1D,spearman,3,,10.20906114578247,,4486771,2814658,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CSNA3,PRIO3,1Year,1D,pearson,2,,5.90459942817688,,1753841,2583061,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BEEF3,RADL3,1Year,1D,pearson,4,,6.525264024734497,,1994111,2764740,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
MGLU3,POMO4,1Year,1S,kendall,1,-0.1153810886150518,15.502923250198364,1.0462925434112549,2337273,2603793,9197569,9197778,2635198,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIN3,GGBR4,1Year,1S,pearson,2,-0.0430976131503928,13.40978741645813,0.0378129482269287,1433386,2814658,9197565,9197570,2133531,,correlation_instrument_combinations_part_1_736973_backup.csv
ALOS3,CSAN3,1Year,1ms,kendall,4,-0.3224185934852824,8.097954273223877,1.3091042041778564,1494794,2531894,1494794,2531894,3728751,,correlation_instrument_combinations_part_1_736973_backup.csv
CPLE6,RAIL3,1Year,1H,pearson,2,-0.5012575442277946,8.217917680740356,0.0016312599182128,3024581,3015133,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
RAIZ4,TOTS3,1Year,1H,spearman,2,-0.7951271885657717,6.115965843200684,0.5635101795196533,2328423,1702042,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
RDOR3,USIM5,1Year,1ms,kendall,10,-0.2650881849726628,7.81530499458313,1.2249515056610107,2306821,1588823,2306821,1588823,3511155,,correlation_instrument_combinations_part_1_736973_backup.csv
RDOR3,USIM5,1Year,1H,pearson,3,-0.4828864433599031,5.3469078540802,0.0009105205535888,2306821,1588823,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIN3,VIVA3,1Year,1H,kendall,4,-0.1046458846833811,4.734491348266602,0.5600543022155762,1433386,1574493,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC4,HYPE3,1Year,1T,kendall,9,0.490803893469144,8.979676723480225,0.573066234588623,4490500,1465959,130190,153293,88971,,correlation_instrument_combinations_part_1_736973_backup.csv
HAPV3,HYPE3,1Year,1D,kendall,3,,7.136759042739868,,3754418,1465959,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
ASAI3,KLBN11,1Year,1ms,kendall,9,-0.4830857700834688,10.086439371109009,1.5886926651000977,3149833,1706371,3149833,1706371,4800795,,correlation_instrument_combinations_part_1_736973_backup.csv
ALOS3,PETR4,1Year,1D,kendall,1,,9.810375690460203,,1494794,5783697,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC4,SBSP3,1Year,1T,pearson,9,0.9363153231264588,9.250547885894775,0.0016822814941406,4490500,2043096,130190,153297,88927,,correlation_instrument_combinations_part_1_736973_backup.csv
BBSE3,SBSP3,1Year,1T,spearman,6,-0.5098879524678728,6.578599691390991,0.573575496673584,2027918,2043096,153297,153297,102615,,correlation_instrument_combinations_part_1_736973_backup.csv
ENGI11,RDOR3,1Year,1T,spearman,9,0.9769400141175693,5.876159429550171,0.5803287029266357,1490072,2306821,153297,153293,102409,,correlation_instrument_combinations_part_1_736973_backup.csv
SMFT3,VIVA3,1Year,1T,spearman,4,0.8194799006865928,5.112188816070557,0.5774936676025391,1640080,1574493,153299,153293,102614,,correlation_instrument_combinations_part_1_736973_backup.csv
PETR4,VIVA3,1Year,1S,pearson,2,-0.7241178051961712,17.43468475341797,0.0478613376617431,5783697,1574493,7811787,9197570,2703319,,correlation_instrument_combinations_part_1_736973_backup.csv
RDOR3,VIVA3,1Year,1T,kendall,5,0.6928536857209082,6.054775953292847,0.5805015563964844,2306821,1574493,153293,153293,102540,,correlation_instrument_combinations_part_1_736973_backup.csv
HAPV3,MRVE3,1Year,1ms,pearson,9,0.7938329281071094,9.60915756225586,0.1131837368011474,3754418,1758559,3754418,1758559,5226510,,correlation_instrument_combinations_part_1_736973_backup.csv
BRAV3,RDOR3,1Year,1S,pearson,9,-0.605984893800414,13.959389925003052,0.0395028591156005,2211028,2306821,9197761,9197570,2230723,,correlation_instrument_combinations_part_1_736973_backup.csv
MRVE3,PETR3,1Year,1S,pearson,9,-0.5239350620832472,12.667969942092896,0.0330324172973632,1758559,2313747,9197788,7811392,1846139,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,PRIO3,1Year,1T,spearman,8,-0.3258505885718653,7.110980749130249,0.5802679061889648,2096459,2583061,130190,130197,88884,,correlation_instrument_combinations_part_1_736973_backup.csv
BBAS3,UGPA3,1Year,1D,pearson,1,,9.932180643081663,,4920259,1794061,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
COGN3,ELET3,1Year,1T,pearson,5,0.793366377598328,7.870991706848144,0.0017850399017333,2640596,3059464,130197,153297,88941,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,RENT3,1Year,1S,kendall,3,0.47469126734189,15.206138134002686,0.9946293830871582,1739149,3085387,9197783,9197767,2260128,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC4,CMIG4,1Year,1S,pearson,10,0.1563791569185965,17.897559642791748,0.0518622398376464,4490500,3095210,7811393,9197779,2942552,,correlation_instrument_combinations_part_1_736973_backup.csv
GGBR4,RENT3,1Year,1H,kendall,7,-0.1500970678069978,8.98464846611023,0.5758841037750244,2814658,3085387,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BEEF3,PETR3,1Year,1D,kendall,1,,6.022984743118286,,1994111,2313747,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
LREN3,WEGE3,1Year,1T,pearson,4,-0.5617673889103771,7.887979507446289,0.0023186206817626,3132116,2589087,153293,130190,88813,,correlation_instrument_combinations_part_1_736973_backup.csv
HAPV3,RAIZ4,1Year,1D,kendall,6,,8.210730791091919,,3754418,2328423,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
CSNA3,SUZB3,1Year,1D,spearman,5,,5.332815408706665,,1753841,2157162,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,UGPA3,1Year,1D,pearson,4,,4.885479211807251,,1739149,1794061,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
MRVE3,RAIL3,1Year,1S,kendall,3,-0.2606780857998969,15.150691509246826,1.0208983421325684,1758559,3015133,9197788,9197569,2446230,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC3,KLBN11,1Year,1ms,pearson,6,-0.7371992068163271,6.143357038497925,0.0739321708679199,1739149,1706371,1739149,1706371,3401931,,correlation_instrument_combinations_part_1_736973_backup.csv
CYRE3,PETR3,1Year,1H,spearman,10,-0.6995922677731888,6.417009115219116,0.5558984279632568,1990807,2313747,2555,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
BBSE3,UGPA3,1Year,1D,pearson,9,,5.242048740386963,,2027918,1794061,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
UGPA3,VALE3,1Year,1H,kendall,9,0.4433525759745904,9.273067951202393,0.5614743232727051,1794061,4355401,2170,2170,1509,,correlation_instrument_combinations_part_1_736973_backup.csv
MGLU3,POMO4,1Year,1ms,pearson,9,-0.1727188835497951,8.758322954177856,0.1166794300079345,2337273,2603793,2337273,2603793,4920291,,correlation_instrument_combinations_part_1_736973_backup.csv
HAPV3,VBBR3,1Year,1T,spearman,6,0.8365032877999183,9.474428176879885,0.5801601409912109,3754418,2642833,130197,153293,88851,,correlation_instrument_combinations_part_1_736973_backup.csv
BRAV3,KLBN11,1Year,1S,kendall,4,0.4048074442107818,14.05211615562439,0.972358465194702,2211028,1706371,9197761,9197820,2082530,,correlation_instrument_combinations_part_1_736973_backup.csv
MULT3,RDOR3,1Year,1H,pearson,4,0.9164269406453616,5.485928058624268,0.0015244483947753,1704767,2306821,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
ALOS3,BPAC11,1Year,1ms,spearman,6,0.9466583687286052,8.988395929336548,1.4183244705200195,1494794,2880579,1494794,2880579,4350166,,correlation_instrument_combinations_part_1_736973_backup.csv
KLBN11,VIVT3,1Year,1ms,pearson,2,0.7257833813273076,6.791379690170288,0.0824372768402099,1706371,2100935,1706371,2100935,3759888,,correlation_instrument_combinations_part_1_736973_backup.csv
KLBN11,MGLU3,1Year,1ms,spearman,4,-0.3277269613565479,8.336091041564941,1.2826623916625977,1706371,2337273,1706371,2337273,4019945,,correlation_instrument_combinations_part_1_736973_backup.csv
CMIG4,USIM5,1Year,1S,pearson,3,0.083361461431169,13.607397556304932,0.0400826930999755,3095210,1588823,9197779,7811775,2277893,,correlation_instrument_combinations_part_1_736973_backup.csv
ENEV3,SUZB3,1Year,1ms,pearson,6,-0.762203720331189,7.603163719177246,0.1017522811889648,2096459,2157162,2096459,2157162,4223234,,correlation_instrument_combinations_part_1_736973_backup.csv
ASAI3,VIVT3,1Year,1H,pearson,7,-0.825717977422858,7.67236590385437,0.0009260177612304,3149833,2100935,2555,2555,1738,,correlation_instrument_combinations_part_1_736973_backup.csv
BBDC4,CMIN3,1Year,1D,spearman,1,,8.243442058563232,,4490500,1433386,0,0,0,,correlation_instrument_combinations_part_1_736973_backup.csv
