instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
ENGI11,MRVE3,1Year,1ms,pearson,7,0.7396957830826805,6.015089273452759,0.08107304573059082,1490072,1758559,1490072,1758559,3238946,
KLBN11,MULT3,1Year,1T,kendall,6,-0.523582405811574,5.403004169464111,0.5777814388275146,1706371,1704767,153297,153297,102691,
TIMS3,VBBR3,1Year,1ms,spearman,7,0.7804996492668638,9.624728441238403,1.4479970932006836,2024239,2642833,2024239,2642833,4602159,
ASAI3,BEEF3,1Year,1T,pearson,3,0.07155505357718936,7.1903204917907715,0.002712726593017578,3149833,1994111,153297,153297,102527,
BEEF3,CMIG4,1Year,1T,pearson,8,0.04729156525599018,6.984903573989868,0.0018608570098876953,1994111,3095210,153297,153297,102560,
B3SA3,BPAC11,1Year,1T,spearman,1,0.6199031799472856,11.021429538726807,0.5883078575134277,4557170,2880579,130190,153293,88884,
BBDC4,COGN3,1Year,1ms,spearman,7,0.8983707256553839,15.399125337600708,1.9147112369537354,4490500,2640596,4490500,2640596,7059215,
CMIN3,ENGI11,1Year,1H,spearman,4,0.013257809778321583,4.577714681625366,0.5615479946136475,1433386,1490072,2555,2555,1738,
ASAI3,CPLE6,1Year,1H,kendall,5,0.638388575590354,8.955759048461914,0.5644221305847168,3149833,3024581,2555,2555,1738,
BBDC4,CMIG4,1Year,1ms,spearman,7,0.18185228674554893,15.563149690628052,1.937654733657837,4490500,3095210,4490500,3095210,7075103,
ALOS3,ITUB4,1Year,1D,pearson,4,0.9227784306940984,8.240428924560547,0.0009639263153076172,1494794,4553920,261,222,216,
MGLU3,RENT3,1Year,1S,spearman,8,0.6446473031618436,15.980533361434937,1.0132863521575928,2337273,3085387,9197569,9197767,2604145,
ABEV3,RENT3,1Year,1ms,pearson,6,0.5728842978140662,14.008962154388428,0.18022823333740234,4486771,3085387,4486771,3085387,7522124,
BRAV3,VAMO3,1Year,1H,spearman,3,0.508957582609268,6.330252170562744,0.5617854595184326,2211028,1938079,2555,2555,1738,
CSAN3,CXSE3,1Year,1D,kendall,8,0.20758388101003114,6.3221564292907715,0.5561983585357666,2531894,1692802,222,261,216,
COGN3,MULT3,1Year,1ms,kendall,2,0.772001223674024,8.884188175201416,1.3283636569976807,2640596,1704767,2640596,1704767,4082766,
BBSE3,CSAN3,1Year,1ms,kendall,8,0.360868568741933,9.36244010925293,1.4907479286193848,2027918,2531894,2027918,2531894,4287911,
BBDC4,TOTS3,1Year,1ms,pearson,4,0.9230878082727012,11.272311449050903,0.14302873611450195,4490500,1702042,4490500,1702042,5944573,
CMIG4,UGPA3,1Year,1H,pearson,1,0.4210214562371798,6.821166515350342,0.0015752315521240234,3095210,1794061,2555,2170,1509,
POMO4,VBBR3,1Year,1ms,spearman,3,0.6296653889395796,10.845959663391113,1.5742599964141846,2603793,2642833,2603793,2642833,5228252,
CPLE6,MULT3,1Year,1S,kendall,7,0.7208806446297154,15.210793018341064,0.983344316482544,3024581,1704767,9197789,9197819,2341868,
BEEF3,MRVE3,1Year,1T,spearman,3,0.3522842335757381,5.768536567687988,0.5698072910308838,1994111,1758559,153297,153297,102489,
BPAC11,HAPV3,1Year,1T,kendall,7,0.5525082948959588,9.808059215545654,0.5752356052398682,2880579,3754418,153293,130197,88891,
BPAC11,ENEV3,1Year,1T,pearson,10,0.9543095100102413,6.905439138412476,0.0023610591888427734,2880579,2096459,153293,130190,88923,
POMO4,UGPA3,1Year,1ms,pearson,2,0.45584734513716285,7.588029623031616,0.08866620063781738,2603793,1794061,2603793,1794061,4057613,
PETR4,PRIO3,1Year,1T,pearson,2,0.33987101029070643,11.695534706115723,0.0023207664489746094,5783697,2583061,130197,130197,88868,
BBSE3,MULT3,1Year,1H,pearson,6,-0.6053522979573053,5.104824066162109,0.001520395278930664,2027918,1704767,2555,2555,1738,
CMIN3,ENEV3,1Year,1T,pearson,5,0.1549261808374211,4.957891464233398,0.001680135726928711,1433386,2096459,153293,130190,88888,
BBDC4,USIM5,1Year,1D,spearman,8,-0.5120424810517117,9.006036758422852,0.5665626525878906,4490500,1588823,222,222,216,
ENGI11,MRVE3,1Year,1T,kendall,1,0.5599315289730035,5.091973781585693,0.5757052898406982,1490072,1758559,153297,153297,102476,
ALOS3,BPAC11,1Year,1H,kendall,2,0.8131896698847488,6.499420166015625,0.5580675601959229,1494794,2880579,2555,2555,1738,
BBSE3,MRVE3,1Year,1ms,pearson,1,-0.7192338159056197,6.759753465652466,0.0829627513885498,2027918,1758559,2027918,1758559,3775402,
ABEV3,MRVE3,1Year,1D,kendall,9,-0.14619722534464388,9.2411949634552,0.56947922706604,4486771,1758559,261,261,249,
ITUB4,POMO4,1Year,1ms,pearson,3,0.5365233254057523,13.000110626220703,0.16056299209594727,4553920,2603793,4553920,2603793,6808339,
EQTL3,SBSP3,1Year,1H,kendall,9,0.7802373741735801,7.437331676483154,0.55979323387146,2934890,2043096,2555,2555,1738,
BRAV3,USIM5,1Year,1H,spearman,9,0.07357592460980611,5.837598562240601,0.5549812316894531,2211028,1588823,2555,2170,1509,
ENEV3,LREN3,1Year,1S,kendall,2,0.28845102000091755,15.173014879226685,0.96687912940979,2096459,3132116,7811387,9197573,2265545,
CMIN3,ENGI11,1Year,1H,kendall,5,0.031199512111268486,4.600893497467041,0.5568637847900391,1433386,1490072,2555,2555,1738,
CSAN3,PRIO3,1Year,1D,kendall,10,0.1967795710163574,7.471423149108887,0.5540590286254883,2531894,2583061,222,222,216,
CMIG4,POMO4,1Year,1T,pearson,1,0.49391082800366665,7.974223613739014,0.0028138160705566406,3095210,2603793,153297,153297,102566,
UGPA3,USIM5,1Year,1T,kendall,6,-0.0951811340718811,5.278173923492432,0.5708131790161133,1794061,1588823,130192,130197,88925,
ELET3,PRIO3,1Year,1H,kendall,4,-0.4110485745152095,8.348386526107788,0.5723567008972168,3059464,2583061,2555,2170,1509,
KLBN11,TIMS3,1Year,1ms,pearson,5,-0.814326414150627,6.616098403930664,0.08049154281616211,1706371,2024239,1706371,2024239,3666756,
ITSA4,RADL3,1Year,1D,spearman,8,-0.3597725844732505,9.548906326293945,0.5623595714569092,3800661,2764740,222,261,216,
RDOR3,VAMO3,1Year,1D,kendall,9,-0.41283893758562534,6.369072198867798,0.549558162689209,2306821,1938079,261,261,248,
RDOR3,VBBR3,1Year,1ms,kendall,8,0.5655931230673996,10.456706285476685,1.6546950340270996,2306821,2642833,2306821,2642833,4883434,
BBDC3,POMO4,1Year,1S,kendall,5,0.26926226627633754,14.807928323745728,0.9716486930847168,1739149,2603793,9197783,9197778,2312156,
HAPV3,VIVA3,1Year,1D,pearson,10,0.8423233048657857,7.207173824310303,0.0009794235229492188,3754418,1574493,222,261,216,
POMO4,SBSP3,1Year,1T,pearson,5,0.23583666308028087,6.4615538120269775,0.0023648738861083984,2603793,2043096,153297,153297,102545,
EQTL3,PRIO3,1Year,1ms,kendall,2,-0.13592553658594012,11.224900007247925,1.7755324840545654,2934890,2583061,2934890,2583061,5007615,
BEEF3,TIMS3,1Year,1H,spearman,7,0.4289438361220898,6.100079774856567,0.5791332721710205,1994111,2024239,2555,2555,1731,
GGBR4,UGPA3,1Year,1H,kendall,3,0.13975867724868732,6.872680425643921,0.5620541572570801,2814658,1794061,2555,2170,1509,
BPAC11,CMIG4,1Year,1D,pearson,3,-0.06708438678785769,8.193013906478882,0.0010540485382080078,2880579,3095210,261,261,249,
BEEF3,SUZB3,1Year,1D,spearman,6,-0.6948889806736799,6.20287299156189,0.5684247016906738,1994111,2157162,261,222,216,
MGLU3,TOTS3,1Year,1S,kendall,8,0.11700014194997536,14.286676406860352,0.989922285079956,2337273,1702042,9197569,9197563,2163304,
MULT3,VIVT3,1Year,1ms,pearson,10,-0.7550535275117135,6.735799312591553,0.08211398124694824,1704767,2100935,1704767,2100935,3787724,
CPLE6,RAIL3,1Year,1ms,spearman,8,-0.4192150095788154,12.456343412399292,1.7613189220428467,3024581,3015133,3024581,3015133,5994494,
BPAC11,COGN3,1Year,1D,kendall,4,0.7920256488576776,8.082359790802002,0.5797910690307617,2880579,2640596,261,222,216,
GGBR4,WEGE3,1Year,1S,spearman,9,0.09560787989216223,15.330721378326416,0.9801492691040039,2814658,2589087,9197570,7811390,2255311,
BEEF3,MGLU3,1Year,1S,kendall,9,0.3364765623074928,14.506781339645386,1.004004955291748,1994111,2337273,9197788,9197569,2381842,
MRVE3,POMO4,1Year,1D,spearman,6,0.6769329222617546,6.456545829772949,0.5617876052856445,1758559,2603793,261,261,249,
CXSE3,EQTL3,1Year,1H,pearson,4,-0.052583702459597655,6.261914968490601,0.0015170574188232422,1692802,2934890,2555,2555,1738,
LREN3,SUZB3,1Year,1S,spearman,1,-0.4155605988906861,15.242915868759155,0.9511656761169434,3132116,2157162,9197573,7811772,2222655,
BBDC3,ELET3,1Year,1S,pearson,3,0.8016498414303563,14.301761865615845,0.03857421875,1739149,3059464,9197783,9197768,2134566,
CMIN3,UGPA3,1Year,1D,spearman,4,0.3328321692010314,5.098061800003052,0.5535266399383545,1433386,1794061,261,222,216,
CSNA3,MRVE3,1Year,1ms,pearson,8,-0.28670445334233774,6.189650774002075,0.07612061500549316,1753841,1758559,1753841,1758559,3491545,
CSNA3,RAIL3,1Year,1ms,spearman,9,0.6444014360792208,9.784548997879028,1.490375280380249,1753841,3015133,1753841,3015133,4743841,
ASAI3,TOTS3,1Year,1D,pearson,3,0.8699395019383521,6.6976988315582275,0.0009186267852783203,3149833,1702042,261,261,249,
BPAC11,COGN3,1Year,1H,kendall,3,0.7935326236597379,8.11696743965149,0.5789215564727783,2880579,2640596,2555,2170,1509,
B3SA3,VIVA3,1Year,1ms,spearman,5,0.5920564963507788,12.683202743530273,1.6992332935333252,4557170,1574493,4557170,1574493,5900515,
BBSE3,RDOR3,1Year,1D,pearson,6,-0.6267126783658237,5.971392631530762,0.0015590190887451172,2027918,2306821,261,261,249,
CSAN3,ENGI11,1Year,1T,spearman,10,-0.414124403646483,6.167440891265869,0.5715420246124268,2531894,1490072,130190,153297,88879,
MRVE3,RENT3,1Year,1S,pearson,5,0.3765272299731463,14.336469650268555,0.05238199234008789,1758559,3085387,9197788,9197767,2389884,
CXSE3,EQTL3,1Year,1S,spearman,10,-0.026253581139478975,15.009539127349854,0.9566507339477539,1692802,2934890,9197780,9197573,2254657,
GGBR4,SBSP3,1Year,1ms,kendall,5,-0.21089167121968588,10.442197799682617,1.7550547122955322,2814658,2043096,2814658,2043096,4825051,
BPAC11,HYPE3,1Year,1D,spearman,2,0.7406422162785162,6.711702823638916,0.5625712871551514,2880579,1465959,261,261,249,
EQTL3,HYPE3,1Year,1H,pearson,8,0.7972464400015788,6.025941371917725,0.0009160041809082031,2934890,1465959,2555,2555,1738,
CMIG4,HAPV3,1Year,1ms,kendall,3,0.03977221837704738,13.87660813331604,1.9388916492462158,3095210,3754418,3095210,3754418,6366905,
ABEV3,PETR4,1Year,1H,kendall,2,-0.17448208943210228,15.082091093063354,0.5622844696044922,4486771,5783697,2555,2170,1509,
B3SA3,VIVT3,1Year,1ms,kendall,8,-0.5112856186090862,13.960002183914185,1.9727602005004883,4557170,2100935,4557170,2100935,6354159,
BBAS3,VAMO3,1Year,1H,spearman,6,0.5966220214266312,10.01698923110962,0.5633692741394043,4920259,1938079,2170,2555,1509,
CSAN3,VIVA3,1Year,1ms,spearman,9,-0.5329808392734583,8.586492538452148,1.2570855617523193,2531894,1574493,2531894,1574493,3876240,
B3SA3,RAIZ4,1Year,1T,spearman,5,-0.2210616643428109,10.744830846786499,0.566612720489502,4557170,2328423,130190,153297,88902,
ENEV3,MGLU3,1Year,1ms,kendall,7,0.16049910762228814,8.91816782951355,1.3837478160858154,2096459,2337273,2096459,2337273,4128494,
GGBR4,RENT3,1Year,1D,spearman,3,-0.2281802480115805,8.520676851272583,0.5612742900848389,2814658,3085387,261,261,249,
CMIN3,TIMS3,1Year,1D,spearman,7,-0.00023709660106373127,5.3161845207214355,0.5604901313781738,1433386,2024239,261,261,249,
RAIZ4,RDOR3,1Year,1T,spearman,9,-0.7718392179604571,7.366029977798462,0.5823278427124023,2328423,2306821,153297,153293,102558,
BRAV3,CXSE3,1Year,1T,pearson,1,-0.17012003859434058,5.517801761627197,0.001806497573852539,2211028,1692802,153297,153297,102549,
BBSE3,MULT3,1Year,1H,kendall,4,-0.40445990415671307,5.696704387664795,0.5601751804351807,2027918,1704767,2555,2555,1738,
BBSE3,MRVE3,1Year,1H,spearman,1,-0.7551944692137396,5.880084037780762,0.5625131130218506,2027918,1758559,2555,2555,1738,
HAPV3,VIVT3,1Year,1D,pearson,7,-0.5660012764525322,7.906225204467773,0.0015995502471923828,3754418,2100935,222,261,216,
HAPV3,POMO4,1Year,1ms,spearman,5,0.6207192431859693,12.879868030548096,1.7429885864257812,3754418,2603793,3754418,2603793,6012141,
CSAN3,RAIZ4,1Year,1S,kendall,8,0.686202864089522,14.645732879638672,0.936791181564331,2531894,2328423,7811390,9197779,2281380,
USIM5,VBBR3,1Year,1S,pearson,6,-0.6343890629615495,12.899210929870605,0.04331707954406738,1588823,2642833,7811775,9197570,1995524,
CSAN3,TOTS3,1Year,1ms,pearson,8,-0.5756765898075781,7.27633261680603,0.08674502372741699,2531894,1702042,2531894,1702042,4001612,
CSAN3,HYPE3,1Year,1D,spearman,9,-0.22709770273300342,6.121080636978149,0.5632054805755615,2531894,1465959,222,261,216,
BBSE3,RAIZ4,1Year,1ms,kendall,8,0.3379881045300073,9.127593755722046,1.442920446395874,2027918,2328423,2027918,2328423,4334609,
MULT3,VAMO3,1Year,1D,kendall,10,-0.31174528029578535,5.509494781494141,0.5577778816223145,1704767,1938079,261,261,249,
CYRE3,EQTL3,1Year,1D,kendall,9,0.7075187372469772,7.186181306838989,0.5682358741760254,1990807,2934890,261,261,249,
ELET3,RENT3,1Year,1ms,pearson,7,0.36733948916807274,10.891279458999634,0.13253235816955566,3059464,3085387,3059464,3085387,6096105,
BPAC11,VIVA3,1Year,1D,spearman,5,0.8699547604521921,6.685351133346558,0.5641210079193115,2880579,1574493,261,261,249,
POMO4,SUZB3,1Year,1H,pearson,8,-0.09873144332932542,6.492581605911255,0.0008711814880371094,2603793,2157162,2555,2170,1509,
ABEV3,ALOS3,1Year,1T,spearman,2,0.10329211789654134,9.042499542236328,0.5901904106140137,4486771,1494794,153297,153297,102590,
BBDC3,UGPA3,1Year,1D,kendall,7,0.5813245928344046,5.41452431678772,0.5577960014343262,1739149,1794061,261,222,216,
ABEV3,VIVA3,1Year,1D,kendall,8,-0.03300288809661576,9.109918355941772,0.5711383819580078,4486771,1574493,261,261,249,
LREN3,VBBR3,1Year,1H,kendall,1,0.42694734909229826,8.420615911483765,0.5664634704589844,3132116,2642833,2555,2555,1738,
RDOR3,USIM5,1Year,1D,pearson,7,-0.47401666731155945,5.299693584442139,0.0015079975128173828,2306821,1588823,261,222,216,
RENT3,UGPA3,1Year,1ms,pearson,4,0.32484360340684504,8.470518589019775,0.10229372978210449,3085387,1794061,3085387,1794061,4283230,
USIM5,VALE3,1Year,1T,spearman,9,0.11123043300322984,8.64107084274292,0.5657389163970947,1588823,4355401,130197,130190,88897,
EQTL3,GGBR4,1Year,1H,spearman,8,-0.3826348302968634,8.366795063018799,0.5759568214416504,2934890,2814658,2555,2555,1738,
CMIN3,LREN3,1Year,1T,pearson,3,-0.4079829694896486,6.52429461479187,0.0018298625946044922,1433386,3132116,153293,153293,102307,
BBDC3,PETR4,1Year,1T,pearson,7,-0.7875120601863325,10.274221658706665,0.0023589134216308594,1739149,5783697,153297,130197,88956,
CSAN3,PETR4,1Year,1D,pearson,5,0.46899859166774444,11.354610204696655,0.0009295940399169922,2531894,5783697,222,222,216,
PETR3,RAIL3,1Year,1ms,pearson,9,0.2631230507119952,9.294478416442871,0.11592769622802734,2313747,3015133,2313747,3015133,4808420,
TIMS3,VIVT3,1Year,1S,kendall,8,-0.1411500144436511,14.293311595916748,0.944512128829956,2024239,2100935,9197767,9197775,1949187,
CYRE3,MGLU3,1Year,1D,spearman,9,0.4062237533825039,6.429163217544556,0.5600643157958984,1990807,2337273,261,261,249,
MGLU3,UGPA3,1Year,1D,pearson,2,0.3682781255675905,5.665957689285278,0.0009126663208007812,2337273,1794061,261,222,216,
CSAN3,VBBR3,1Year,1D,kendall,9,-0.2570548680959355,7.597067832946777,0.5633130073547363,2531894,2642833,222,261,216,
ENEV3,MULT3,1Year,1S,pearson,7,0.8951671742916029,12.22609257698059,0.031197547912597656,2096459,1704767,7811387,9197819,1743168,
SMFT3,UGPA3,1Year,1ms,spearman,9,0.7107167081799047,7.0170042514801025,1.1538827419281006,1640080,1794061,1640080,1794061,3260778,
CSNA3,RAIZ4,1Year,1T,kendall,3,0.4112054471978543,6.214414834976196,0.5726313591003418,1753841,2328423,153293,153297,102535,
BBDC4,PETR4,1Year,1T,pearson,10,-0.7966550884779803,15.5393226146698,0.00176239013671875,4490500,5783697,130190,130197,88920,
BBDC4,VAMO3,1Year,1D,spearman,1,-0.5394642360198906,9.968805074691772,0.5873339176177979,4490500,1938079,222,261,216,
ABEV3,BEEF3,1Year,1ms,kendall,7,0.1629038049979423,13.641913890838623,1.9061782360076904,4486771,1994111,4486771,1994111,6458955,
BBSE3,RADL3,1Year,1H,kendall,10,0.11170751196106543,7.1619627475738525,0.5760111808776855,2027918,2764740,2555,2555,1738,
PETR4,VAMO3,1Year,1S,kendall,9,0.23939951142358615,18.837828159332275,1.1008775234222412,5783697,1938079,7811787,9197783,2890770,
CPLE6,GGBR4,1Year,1T,spearman,9,-0.31820732969977794,8.634482145309448,0.5980043411254883,3024581,2814658,153297,153293,102546,
CMIN3,USIM5,1Year,1D,kendall,4,0.4395085915938441,4.795400619506836,0.5775575637817383,1433386,1588823,261,222,216,
KLBN11,SBSP3,1Year,1H,pearson,3,-0.8305028744154104,5.2480149269104,0.0015511512756347656,1706371,2043096,2555,2555,1738,
RAIL3,TOTS3,1Year,1ms,pearson,5,-0.5557492008136833,8.479395866394043,0.1125330924987793,3015133,1702042,3015133,1702042,4686209,
BBSE3,COGN3,1Year,1S,pearson,10,-0.5953703361940915,13.415059328079224,0.04087376594543457,2027918,2640596,9197816,7811757,2310155,
KLBN11,PETR3,1Year,1ms,spearman,4,0.6942415404606178,8.069823026657104,1.2485289573669434,1706371,2313747,1706371,2313747,3717666,
CMIN3,VIVT3,1Year,1T,spearman,7,0.12778473574241203,5.501000642776489,0.5768249034881592,1433386,2100935,153293,153297,102516,
B3SA3,CMIN3,1Year,1D,pearson,8,0.07356651446369847,8.377304792404175,0.0015194416046142578,4557170,1433386,222,261,216,
HYPE3,TIMS3,1Year,1D,spearman,3,0.7407003995400533,5.324706792831421,0.5583539009094238,1465959,2024239,261,261,249,
CSAN3,KLBN11,1Year,1ms,pearson,5,0.5613052322879923,7.253282785415649,0.08573269844055176,2531894,1706371,2531894,1706371,3945907,
BPAC11,RDOR3,1Year,1D,spearman,7,0.9704217937568043,7.782319784164429,0.5591404438018799,2880579,2306821,261,261,249,
HYPE3,RENT3,1Year,1ms,spearman,3,0.6894617192325694,9.332085132598877,1.4795475006103516,1465959,3085387,1465959,3085387,4531564,
CMIG4,CSNA3,1Year,1D,pearson,3,0.48633892849340704,6.88199782371521,0.0017712116241455078,3095210,1753841,261,261,249,
LREN3,POMO4,1Year,1ms,pearson,9,0.3348423484693047,10.335442781448364,0.13619041442871094,3132116,2603793,3132116,2603793,5706478,
BBAS3,EQTL3,1Year,1ms,pearson,6,-0.45312846227261405,14.073369979858398,0.174102783203125,4920259,2934890,4920259,2934890,7316135,
ENEV3,PETR3,1Year,1D,pearson,3,-0.7470086003655586,6.0019354820251465,0.0009036064147949219,2096459,2313747,222,222,216,
RADL3,TIMS3,1Year,1S,pearson,9,-0.5446585437299913,14.2227623462677,0.042279720306396484,2764740,2024239,9197565,9197767,2344008,
ALOS3,ASAI3,1Year,1H,pearson,1,0.684864845216452,6.2541022300720215,0.0009272098541259766,1494794,3149833,2555,2555,1738,
HAPV3,ITSA4,1Year,1S,spearman,7,0.7729066061481757,17.84186100959778,1.0638532638549805,3754418,3800661,7811762,7811781,2910755,
SUZB3,VIVT3,1Year,1T,spearman,5,0.4943898905400989,6.485677719116211,0.5741157531738281,2157162,2100935,130197,153297,88995,
RENT3,SBSP3,1Year,1D,kendall,4,0.3929746256429033,7.580435037612915,0.5587432384490967,3085387,2043096,261,261,249,
RAIL3,USIM5,1Year,1D,kendall,10,0.32813953798704565,6.879122018814087,0.5617907047271729,3015133,1588823,261,222,216,
B3SA3,ELET3,1Year,1D,kendall,1,0.30853221470051784,11.695967674255371,0.5697460174560547,4557170,3059464,222,261,216,
BBDC3,VAMO3,1Year,1T,kendall,7,-0.34688779857912977,5.719313859939575,0.5763206481933594,1739149,1938079,153297,153297,102494,
BBDC4,ELET3,1Year,1S,spearman,4,0.7794111962291406,18.880755186080933,1.0446076393127441,4490500,3059464,7811393,9197768,2731997,
ABEV3,ELET3,1Year,1D,kendall,5,0.1663152881709852,11.024762392044067,0.5719525814056396,4486771,3059464,261,261,249,
BPAC11,MRVE3,1Year,1D,pearson,5,0.7794366327192038,6.561121940612793,0.001657724380493164,2880579,1758559,261,261,249,
CPLE6,PETR4,1Year,1H,pearson,7,-0.8364027146239269,11.993914604187012,0.0009784698486328125,3024581,5783697,2555,2170,1509,
RENT3,SBSP3,1Year,1T,kendall,6,0.39191702121502514,7.74524998664856,0.5858888626098633,3085387,2043096,153297,153297,102373,
B3SA3,UGPA3,1Year,1H,pearson,9,0.30589866875051025,8.88178014755249,0.0009450912475585938,4557170,1794061,2170,2170,1509,
VBBR3,WEGE3,1Year,1D,pearson,3,-0.7958798058033715,7.178425312042236,0.0009093284606933594,2642833,2589087,261,222,216,
BBDC4,RAIL3,1Year,1T,spearman,7,-0.4888952186532981,11.127334594726562,0.5912351608276367,4490500,3015133,130190,153293,88961,
ALOS3,UGPA3,1Year,1D,kendall,10,0.6044786459808771,5.179342269897461,0.5573914051055908,1494794,1794061,261,222,216,
CSNA3,SMFT3,1Year,1H,spearman,9,-0.3317927153124251,5.205477714538574,0.5606091022491455,1753841,1640080,2555,2555,1738,
CXSE3,RADL3,1Year,1H,pearson,10,0.26483574548810696,6.111400127410889,0.0015437602996826172,1692802,2764740,2555,2555,1738,
RDOR3,VIVA3,1Year,1ms,kendall,4,0.6609539470495726,8.480647802352905,1.3869831562042236,2306821,1574493,2306821,1574493,3871781,
ABEV3,VBBR3,1Year,1D,kendall,7,-0.02103350365430239,10.51137661933899,0.566831111907959,4486771,2642833,261,261,249,
RDOR3,VBBR3,1Year,1D,kendall,1,0.5885737150300835,7.316972732543945,0.5592138767242432,2306821,2642833,261,261,248,
HYPE3,MRVE3,1Year,1D,spearman,4,0.5346796715354323,4.9392359256744385,0.5631942749023438,1465959,1758559,261,261,249,
PETR4,RDOR3,1Year,1T,kendall,7,-0.5201727212560114,12.203032970428467,0.6028683185577393,5783697,2306821,130197,153293,88929,
BRAV3,VBBR3,1Year,1D,pearson,10,-0.5146050639342694,6.691105365753174,0.0016400814056396484,2211028,2642833,261,261,249,
ABEV3,ENEV3,1Year,1T,spearman,2,0.17139683973461922,9.882396221160889,0.5802483558654785,4486771,2096459,153297,130190,88961,
HAPV3,MGLU3,1Year,1S,kendall,10,0.060326300217416313,16.377987384796143,1.0452513694763184,3754418,2337273,7811762,9197569,2627545,
EQTL3,HAPV3,1Year,1D,spearman,9,0.61381844832948,9.956307172775269,0.5615298748016357,2934890,3754418,261,222,216,
ALOS3,LREN3,1Year,1S,kendall,10,0.43423601241087173,15.041672468185425,0.9948172569274902,1494794,3132116,9197810,9197573,2332269,
MGLU3,UGPA3,1Year,1ms,spearman,7,0.4027830327789273,8.654289245605469,1.2598068714141846,2337273,1794061,2337273,1794061,3826170,
ELET3,GGBR4,1Year,1T,pearson,8,-0.15668389431405663,8.045698642730713,0.0026106834411621094,3059464,2814658,153297,153293,102473,
CSNA3,EQTL3,1Year,1H,kendall,9,-0.15793058242536914,6.942941904067993,0.5537128448486328,1753841,2934890,2555,2555,1738,
