instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
BBAS3,POMO4,1Year,1H,kendall,1,-0.4683290064096172,11.043195962905884,0.5894348621368408,4920259,2603793,2170,2555,1509,
CMIN3,RAIZ4,1Year,1ms,spearman,7,0.03120267046970379,7.692711353302002,1.2199375629425049,1433386,2328423,1433386,2328423,3710422,
BBDC4,RAIZ4,1Year,1T,spearman,1,-0.7192920499646072,10.686475276947021,0.6094579696655273,4490500,2328423,130190,153297,88932,
BBAS3,CSNA3,1Year,1H,spearman,4,0.6952804040321162,9.82016658782959,0.5702610015869141,4920259,1753841,2170,2555,1509,
BRAV3,GGBR4,1Year,1ms,spearman,6,0.1026583138414413,10.514254808425903,1.584235668182373,2211028,2814658,2211028,2814658,5000425,
ELET3,TIMS3,1Year,1H,spearman,9,0.8662821492751075,7.610206604003906,0.5635294914245605,3059464,2024239,2555,2555,1738,
BEEF3,PRIO3,1Year,1ms,spearman,10,-0.6447574299020059,9.419159650802612,1.4426565170288086,1994111,2583061,1994111,2583061,4392411,
POMO4,RADL3,1Year,1H,pearson,3,0.12790341319449366,7.3353657722473145,0.00157928466796875,2603793,2764740,2555,2555,1738,
CSNA3,CXSE3,1Year,1H,kendall,2,0.4638807519891371,5.397884130477905,0.5610103607177734,1753841,1692802,2555,2555,1738,
TIMS3,USIM5,1Year,1T,kendall,1,-0.32631850446062277,5.586221933364868,0.5785112380981445,2024239,1588823,153297,130197,88942,
ABEV3,BRAV3,1Year,1H,kendall,2,-0.11369249765281043,9.974987030029297,0.5730175971984863,4486771,2211028,2555,2555,1738,
HYPE3,ITSA4,1Year,1H,kendall,2,0.4277333454335068,7.692404270172119,0.5650467872619629,1465959,3800661,2555,2170,1509,
EQTL3,MRVE3,1Year,1T,spearman,6,0.6183997886952702,7.05812406539917,0.5828936100006104,2934890,1758559,153293,153297,102530,
BBAS3,PETR4,1Year,1H,kendall,10,0.3471021135890738,16.13416051864624,0.5605814456939697,4920259,5783697,2170,2170,1509,
LREN3,RENT3,1Year,1D,pearson,1,0.6718785663894451,8.79116940498352,0.0016295909881591797,3132116,3085387,261,261,249,
ABEV3,MRVE3,1Year,1H,pearson,4,-0.18173741431471824,9.757414817810059,0.001522064208984375,4486771,1758559,2555,2555,1738,
ITUB4,VBBR3,1Year,1S,pearson,9,0.8455930743754494,17.539995908737183,0.05012249946594238,4553920,2642833,7811389,9197570,2731059,
SMFT3,VIVA3,1Year,1H,spearman,10,0.8195583258859827,5.006978750228882,0.5664803981781006,1640080,1574493,2555,2555,1738,
ITUB4,UGPA3,1Year,1ms,spearman,9,0.6184230333805194,13.370786905288696,1.8161392211914062,4553920,1794061,4553920,1794061,6288326,
CSNA3,MULT3,1Year,1T,kendall,6,-0.20242054995036304,5.456210136413574,0.5838096141815186,1753841,1704767,153293,153297,102525,
ENEV3,TOTS3,1Year,1D,kendall,2,0.6952864779903062,5.784411668777466,0.5590362548828125,2096459,1702042,222,261,216,
RADL3,SUZB3,1Year,1ms,pearson,5,0.39595515321079083,8.602651834487915,0.10966277122497559,2764740,2157162,2764740,2157162,4563914,
CMIG4,RENT3,1Year,1S,kendall,5,-0.07016370505144941,17.226548194885254,1.1554365158081055,3095210,3085387,9197779,9197767,2881521,
BBDC3,RAIZ4,1Year,1S,spearman,3,-0.6780581283828813,14.277195453643799,0.9251143932342529,1739149,2328423,9197783,9197779,2155014,
BRAV3,ITSA4,1Year,1S,spearman,4,-0.4546816483155841,16.171509742736816,0.9996116161346436,2211028,3800661,9197761,7811781,2574560,
BEEF3,ITUB4,1Year,1D,spearman,2,0.39652894438929887,9.443897724151611,0.5670273303985596,1994111,4553920,261,222,216,
ASAI3,BBAS3,1Year,1T,pearson,10,-0.5417206638875588,11.047271966934204,0.0022733211517333984,3149833,4920259,153297,130197,88928,
BBDC4,RENT3,1Year,1S,kendall,6,0.46893241555287557,18.94731044769287,1.1161143779754639,4490500,3085387,7811393,9197767,2815831,
ENEV3,VALE3,1Year,1S,pearson,5,0.7000634634338079,15.30544924736023,0.044129133224487305,2096459,4355401,7811387,7811393,2517444,
BBDC4,CSAN3,1Year,1T,kendall,5,-0.27555651771940975,10.483620405197144,0.5880851745605469,4490500,2531894,130190,130190,88887,
ITSA4,RAIL3,1Year,1D,pearson,3,-0.37837369961425593,9.209584712982178,0.0010309219360351562,3800661,3015133,222,261,216,
ENEV3,VIVA3,1Year,1T,spearman,5,0.8912748887351467,5.750565528869629,0.575047492980957,2096459,1574493,130190,153293,88940,
CSAN3,PETR4,1Year,1D,kendall,9,0.2848010904537689,11.93842101097107,0.5667805671691895,2531894,5783697,222,222,216,
CXSE3,MRVE3,1Year,1D,pearson,2,-0.4126204247123358,4.728912830352783,0.001527547836303711,1692802,1758559,261,261,249,
CYRE3,WEGE3,1Year,1D,spearman,3,-0.734055645529462,7.129535913467407,0.5620057582855225,1990807,2589087,261,222,216,
ALOS3,ELET3,1Year,1D,pearson,10,0.8351546020961702,6.230832815170288,0.0015108585357666016,1494794,3059464,261,261,249,
ITSA4,RAIL3,1Year,1D,pearson,8,-0.37837369961425593,9.350837230682373,0.0015404224395751953,3800661,3015133,222,261,216,
RAIL3,VALE3,1Year,1D,spearman,2,-0.5050293413006224,10.655250310897827,0.5705475807189941,3015133,4355401,261,222,216,
ELET3,USIM5,1Year,1H,pearson,2,-0.16785329967003884,6.311608791351318,0.0008995532989501953,3059464,1588823,2555,2170,1509,
TIMS3,VBBR3,1Year,1ms,kendall,9,0.6156295931994908,9.757683515548706,1.5674302577972412,2024239,2642833,2024239,2642833,4602159,
BRAV3,TIMS3,1Year,1D,spearman,1,-0.5547708536332246,6.396977424621582,0.5592923164367676,2211028,2024239,261,261,249,
ALOS3,MGLU3,1Year,1D,pearson,3,0.3906403910004424,5.295730829238892,0.0014655590057373047,1494794,2337273,261,261,249,
BBAS3,COGN3,1Year,1T,spearman,3,-0.481185910144581,11.208574771881104,0.5967352390289307,4920259,2640596,130197,130197,88955,
BBSE3,TOTS3,1Year,1S,pearson,8,-0.44322219936697077,13.029650449752808,0.034230947494506836,2027918,1702042,9197816,9197563,1938864,
BBAS3,CPLE6,1Year,1D,kendall,2,-0.23742725059323155,11.770394325256348,0.5792801380157471,4920259,3024581,222,261,216,
B3SA3,MULT3,1Year,1ms,spearman,4,0.7155060647872524,12.91200304031372,1.7097539901733398,4557170,1704767,4557170,1704767,6003511,
BBDC3,GGBR4,1Year,1D,pearson,6,-0.1323964788486973,6.419847726821899,0.0008866786956787109,1739149,2814658,261,261,249,
B3SA3,VBBR3,1Year,1S,spearman,8,0.6064664698832194,18.395428895950317,1.0589182376861572,4557170,2642833,7811393,9197570,2863526,
ALOS3,ITUB4,1Year,1ms,pearson,7,0.9168212395763258,10.633824825286865,0.1362016201019287,1494794,4553920,1494794,4553920,5756701,
