instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
CYRE3,POMO4,1Year,1T,kendall,9,0.16372231879280147,7.001579999923706,0.6513431072235107,1990807,2603793,153297,153297,102561,
BBSE3,VAMO3,1Year,1S,kendall,1,0.3577186123705966,14.166152477264404,0.9608204364776611,2027918,1938079,9197816,9197783,2210681,
BBAS3,MGLU3,1Year,1T,spearman,8,0.26185501793498206,10.948718070983887,0.5811131000518799,4920259,2337273,130197,153293,88876,
ALOS3,BBDC3,1Year,1S,spearman,8,0.9675695865585404,13.096321821212769,0.866239070892334,1494794,1739149,9197810,9197783,1705092,
EQTL3,RADL3,1Year,1ms,spearman,7,-0.5998539385326884,11.725677490234375,1.7091593742370605,2934890,2764740,2934890,2764740,5625464,
CMIG4,CXSE3,1Year,1ms,kendall,4,0.04563830211182431,10.163873672485352,1.5844318866729736,3095210,1692802,3095210,1692802,4746737,
B3SA3,KLBN11,1Year,1H,spearman,3,-0.3528025848721337,9.292726278305054,0.5844998359680176,4557170,1706371,2170,2555,1509,
SMFT3,UGPA3,1Year,1T,spearman,7,0.7418851968323995,5.438836336135864,0.5658845901489258,1640080,1794061,153299,130192,88935,
RADL3,RAIL3,1Year,1S,kendall,9,0.24418298889776158,16.68202018737793,1.0636236667633057,2764740,3015133,9197565,9197569,2682548,
MRVE3,SBSP3,1Year,1H,pearson,1,0.7328355767307094,5.24678635597229,0.0015549659729003906,1758559,2043096,2555,2555,1738,
CPLE6,USIM5,1Year,1D,spearman,10,-0.377500329161817,6.9187517166137695,0.5590569972991943,3024581,1588823,261,222,216,
B3SA3,ENEV3,1Year,1D,spearman,6,0.608827860201051,9.992952585220337,0.5762288570404053,4557170,2096459,222,222,216,
ITSA4,VALE3,1Year,1H,kendall,3,0.28651719703717904,11.827140808105469,0.5552289485931396,3800661,4355401,2170,2170,1509,
SUZB3,TIMS3,1Year,1ms,spearman,5,-0.7109205438418578,8.464251041412354,1.2770540714263916,2157162,2024239,2157162,2024239,3868785,
BBAS3,MRVE3,1Year,1D,spearman,5,-0.6565939808599796,10.01707911491394,0.5813848972320557,4920259,1758559,222,261,216,
CMIG4,MULT3,1Year,1S,spearman,3,0.03751901052792559,15.313934564590454,0.9831182956695557,3095210,1704767,9197779,9197819,2472424,
RAIZ4,RENT3,1Year,1T,spearman,9,-0.05880849865674244,8.08932638168335,0.5825047492980957,2328423,3085387,153297,153297,102499,
GGBR4,SMFT3,1Year,1T,spearman,3,-0.3001106195304666,6.8560426235198975,0.5788073539733887,2814658,1640080,153293,153299,102614,
CMIG4,RDOR3,1Year,1S,kendall,4,-0.01218746085676512,16.180535078048706,1.0693798065185547,3095210,2306821,9197779,9197570,2613309,
CSNA3,GGBR4,1Year,1H,spearman,3,0.3960092658373606,6.820485591888428,0.5579969882965088,1753841,2814658,2555,2555,1738,
CYRE3,MULT3,1Year,1H,kendall,6,0.7351302736453673,5.678497552871704,0.5581953525543213,1990807,1704767,2555,2555,1738,
EQTL3,VAMO3,1Year,1T,kendall,6,-0.2671912261755303,7.487848997116089,0.579331636428833,2934890,1938079,153293,153297,102488,
ITUB4,VIVA3,1Year,1T,kendall,10,0.7111408684234095,9.324926376342773,0.5741171836853027,4553920,1574493,130190,153293,88991,
CXSE3,UGPA3,1Year,1S,kendall,6,0.045406591478751895,12.86646580696106,0.8710031509399414,1692802,1794061,9197780,7811515,1647136,
