instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
ASAI3,CSNA3,1Year,1S,kendall,6,-0.3345533025086869,18.967886209487915,1.2513387203216553,3149833,1753841,9197785,9197573,2460323,
SUZB3,VIVT3,1Year,1D,spearman,8,,7.221067905426025,,2157162,2100935,0,0,0,
ITSA4,RAIZ4,1Year,1ms,kendall,5,-0.41916603749253334,15.353395938873291,2.07696533203125,3800661,2328423,3800661,2328423,5762588,
PETR4,RAIZ4,1Year,1H,spearman,9,0.5384539663016432,14.582493782043457,0.6853210926055908,5783697,2328423,2170,2555,1509,
CXSE3,SUZB3,1Year,1H,pearson,6,-0.07853572138883444,6.440028429031372,0.0016741752624511719,1692802,2157162,2555,2170,1509,
EQTL3,POMO4,1Year,1H,spearman,8,0.11875497078089753,10.02887225151062,0.6812384128570557,2934890,2603793,2555,2555,1738,
CPLE6,HYPE3,1Year,1T,kendall,3,0.5676364649715182,8.442067384719849,0.7328577041625977,3024581,1465959,153297,153293,102627,
KLBN11,UGPA3,1Year,1H,pearson,6,-0.5337173655083529,5.963603496551514,0.000949859619140625,1706371,1794061,2555,2170,1509,
ITSA4,POMO4,1Year,1ms,pearson,2,0.3663632432975,13.943625926971436,0.16632342338562012,3800661,2603793,3800661,2603793,6050018,
CSAN3,MGLU3,1Year,1D,pearson,8,,8.670523405075073,,2531894,2337273,0,0,0,
HAPV3,KLBN11,1Year,1ms,spearman,6,-0.4777993463519899,13.4144446849823,1.894120454788208,3754418,1706371,3754418,1706371,5153352,
PRIO3,RADL3,1Year,1T,spearman,5,-0.35695552289092924,9.8031005859375,0.7058508396148682,2583061,2764740,130197,153293,88791,
HAPV3,VALE3,1Year,1D,spearman,5,,13.629047393798828,,3754418,4355401,0,0,0,
CYRE3,TOTS3,1Year,1T,kendall,3,0.7075891608788367,7.066996335983276,0.7179546356201172,1990807,1702042,153297,153293,102507,
ENEV3,VALE3,1Year,1ms,kendall,7,0.335699013929076,16.723033905029297,2.46661376953125,2096459,4355401,2096459,4355401,6382352,
BBAS3,SUZB3,1Year,1S,kendall,1,0.24113608192279773,21.4337375164032,1.3712821006774902,4920259,2157162,7811769,7811772,2872362,
ASAI3,SBSP3,1Year,1D,pearson,7,,8.750441551208496,,3149833,2043096,0,0,0,
MULT3,RENT3,1Year,1ms,pearson,7,0.6994051752878111,10.72421383857727,0.132033109664917,1704767,3085387,1704767,3085387,4768748,
BBDC4,ELET3,1Year,1D,kendall,3,,13.005820274353027,,4490500,3059464,0,0,0,
CMIG4,VIVA3,1Year,1T,spearman,4,0.0957133622383811,8.774260997772217,0.7093572616577148,3095210,1574493,153297,153293,102688,
BPAC11,USIM5,1Year,1ms,kendall,9,-0.3083646127692769,10.96195673942566,1.6660830974578857,2880579,1588823,2880579,1588823,4051046,
BBDC3,VBBR3,1Year,1S,kendall,10,0.6763138763007718,17.950764894485474,1.1544861793518066,1739149,2642833,9197783,9197570,2136216,
CSAN3,PETR4,1Year,1T,pearson,8,0.4703168625556328,14.022278785705566,0.0021240711212158203,2531894,5783697,130190,130197,88860,
ALOS3,HYPE3,1Year,1D,spearman,7,,5.047433137893677,,1494794,1465959,0,0,0,
VAMO3,VIVA3,1Year,1S,pearson,1,-0.4846536904566985,15.298996925354004,0.04133200645446777,1938079,1574493,9197783,9197570,2014497,
MRVE3,TOTS3,1Year,1H,pearson,8,0.6287087915037648,6.179807662963867,0.0017027854919433594,1758559,1702042,2555,2555,1738,
MGLU3,POMO4,1Year,1T,pearson,6,-0.15324500660014478,8.454244136810303,0.002843141555786133,2337273,2603793,153293,153297,102403,
BRAV3,CSNA3,1Year,1ms,pearson,3,-0.011388583977376708,8.534970998764038,0.09973645210266113,2211028,1753841,2211028,1753841,3927212,
CPLE6,HYPE3,1Year,1S,spearman,1,0.801065902042114,17.987951517105103,1.1472854614257812,3024581,1465959,9197789,9197562,2281110,
CPLE6,RENT3,1Year,1ms,spearman,7,0.579635668827982,15.230093717575073,2.139770030975342,3024581,3085387,3024581,3085387,6063095,
HYPE3,PETR4,1Year,1D,kendall,2,,12.277296304702759,,1465959,5783697,0,0,0,
BBDC4,GGBR4,1Year,1T,kendall,2,0.11316095331453604,13.422779321670532,0.7143831253051758,4490500,2814658,130190,153293,88930,
PETR4,SBSP3,1Year,1S,spearman,1,-0.7536755990353621,23.983303546905518,1.2626736164093018,5783697,2043096,7811787,9197778,2696615,
KLBN11,PETR3,1Year,1ms,pearson,6,0.8106104897716585,8.398285388946533,0.09546566009521484,1706371,2313747,1706371,2313747,3717666,
EQTL3,KLBN11,1Year,1T,spearman,10,-0.7096385836779578,9.348143577575684,0.7312328815460205,2934890,1706371,153293,153297,102689,
BBAS3,CYRE3,1Year,1ms,spearman,9,-0.4492335355110089,17.24618148803711,2.22275447845459,4920259,1990807,4920259,1990807,6610559,
ENGI11,HAPV3,1Year,1D,spearman,3,,8.667674541473389,,1490072,3754418,0,0,0,
ABEV3,BBDC4,1Year,1H,spearman,4,0.13170533596820505,16.14000391960144,0.6837518215179443,4486771,4490500,2555,2170,1509,
ENGI11,RENT3,1Year,1D,pearson,4,,7.635077476501465,,1490072,3085387,0,0,0,
SMFT3,USIM5,1Year,1ms,pearson,1,-0.3877443603184193,6.652010202407837,0.06415772438049316,1640080,1588823,1640080,1588823,3050984,
EQTL3,RENT3,1Year,1ms,spearman,8,0.7247437191596725,15.158146381378174,2.12035870552063,2934890,3085387,2934890,3085387,5965687,
POMO4,TOTS3,1Year,1ms,kendall,3,0.21255254444059374,10.964336633682251,1.856555700302124,2603793,1702042,2603793,1702042,4293460,
BEEF3,USIM5,1Year,1H,spearman,9,-0.07714166135553302,6.69720196723938,0.6782369613647461,1994111,1588823,2555,2170,1509,
CMIG4,LREN3,1Year,1D,spearman,2,,10.570931434631348,,3095210,3132116,0,0,0,
BBDC4,MULT3,1Year,1ms,spearman,8,0.9557252302275265,15.565693140029907,2.062182664871216,4490500,1704767,4490500,1704767,5939607,
ENGI11,RADL3,1Year,1H,pearson,2,-0.5340582430639139,7.123987436294556,0.0010709762573242188,1490072,2764740,2555,2555,1738,
ABEV3,BPAC11,1Year,1ms,kendall,2,0.05667653120513596,18.975954055786133,2.6787288188934326,4486771,2880579,4486771,2880579,7297254,
ASAI3,MGLU3,1Year,1ms,pearson,7,0.3856569843530708,11.815185308456421,0.15038537979125977,3149833,2337273,3149833,2337273,5451577,
CPLE6,RAIL3,1Year,1ms,pearson,8,-0.48370762422163144,13.201541423797607,0.16499638557434082,3024581,3015133,3024581,3015133,5994494,
SBSP3,TIMS3,1Year,1S,kendall,9,0.8055951800103313,17.374537229537964,1.144885540008545,2043096,2024239,9197778,9197767,1955798,
CYRE3,MRVE3,1Year,1T,spearman,4,0.7056479977155673,7.196805477142334,0.6971466541290283,1990807,1758559,153297,153297,102487,
MGLU3,VBBR3,1Year,1S,pearson,6,0.26821579767159615,17.943719625473022,0.05087685585021973,2337273,2642833,9197569,9197570,2510574,
ENEV3,SMFT3,1Year,1S,spearman,7,0.8831490134933124,15.87775182723999,1.0521936416625977,2096459,1640080,7811387,9197937,1803861,
ABEV3,RDOR3,1Year,1D,spearman,1,,12.436050415039062,,4486771,2306821,0,0,0,
BBAS3,ELET3,1Year,1ms,spearman,9,-0.2699510076227322,19.825304985046387,2.426734447479248,4920259,3059464,4920259,3059464,7415133,
ALOS3,CXSE3,1Year,1D,kendall,5,,5.421011924743652,,1494794,1692802,0,0,0,
TOTS3,VAMO3,1Year,1S,pearson,8,-0.6661206272317152,15.359410047531128,0.04288673400878906,1702042,1938079,9197563,9197783,2064552,
CMIG4,MULT3,1Year,1ms,spearman,5,0.020544098815800046,12.045241832733154,1.7949159145355225,3095210,1704767,3095210,1704767,4773397,
ABEV3,CPLE6,1Year,1ms,spearman,10,0.24433090501081856,19.491910934448242,2.4081926345825195,4486771,3024581,4486771,3024581,7436835,
CMIN3,ENGI11,1Year,1D,pearson,7,,4.970186948776245,,1433386,1490072,0,0,0,
PETR4,PRIO3,1Year,1T,kendall,2,0.3320889675381505,15.111907958984375,0.7048518657684326,5783697,2583061,130197,130197,88868,
PRIO3,VIVA3,1Year,1S,spearman,2,-0.08245154516406593,16.78753113746643,1.0841889381408691,2583061,1574493,7811768,9197570,1897474,
BRAV3,RAIL3,1Year,1ms,pearson,8,0.20314394064573135,11.41472339630127,0.14410638809204102,2211028,3015133,2211028,3015133,5205743,
CXSE3,ITUB4,1Year,1S,pearson,8,-0.2225323192024976,19.343709468841553,0.053522348403930664,1692802,4553920,9197780,7811389,2554377,
CSAN3,VBBR3,1Year,1T,spearman,5,-0.48423183644879686,9.955170154571533,0.6925208568572998,2531894,2642833,130190,153293,88877,
ASAI3,PETR3,1Year,1D,kendall,10,,9.1171395778656,,3149833,2313747,0,0,0,
POMO4,RDOR3,1Year,1D,spearman,7,,8.227328300476074,,2603793,2306821,0,0,0,
CSAN3,ELET3,1Year,1D,spearman,6,,9.339836835861206,,2531894,3059464,0,0,0,
TIMS3,VAMO3,1Year,1T,pearson,5,-0.6844415506267314,6.776515483856201,0.002151012420654297,2024239,1938079,153297,153297,101993,
ELET3,SMFT3,1Year,1T,kendall,3,0.7087880977135982,8.742578983306885,0.7049922943115234,3059464,1640080,153297,153299,102629,
CMIN3,TIMS3,1Year,1ms,pearson,9,-0.03494035493326961,7.318039417266846,0.08695793151855469,1433386,2024239,1433386,2024239,3409074,
CSNA3,ENEV3,1Year,1S,spearman,5,-0.1589425399506575,15.968124389648438,1.0376842021942139,1753841,2096459,9197573,7811387,1815592,
BPAC11,LREN3,1Year,1T,pearson,10,0.5176506111193804,10.496171951293945,0.0021882057189941406,2880579,3132116,153293,153293,102383,
HYPE3,PRIO3,1Year,1D,pearson,4,,6.777914047241211,,1465959,2583061,0,0,0,
ASAI3,POMO4,1Year,1D,kendall,6,,9.626698970794678,,3149833,2603793,0,0,0,
LREN3,VALE3,1Year,1D,pearson,8,,12.505676984786987,,3132116,4355401,0,0,0,
CMIN3,SBSP3,1Year,1ms,kendall,1,0.057576130584677414,8.988495349884033,1.637303352355957,1433386,2043096,1433386,2043096,3455473,
CMIN3,SUZB3,1Year,1D,pearson,2,,6.051544666290283,,1433386,2157162,0,0,0,
SMFT3,VIVA3,1Year,1S,kendall,9,0.5969682208565905,15.850098133087158,1.0838885307312012,1640080,1574493,9197937,9197570,1716292,
CMIN3,VALE3,1Year,1T,spearman,6,0.5154806197954217,10.614283800125122,0.7034380435943604,1433386,4355401,153293,130190,88874,
CMIG4,SBSP3,1Year,1H,spearman,4,-0.09668933043965879,9.39006233215332,0.6822655200958252,3095210,2043096,2555,2555,1738,
ELET3,ITUB4,1Year,1D,spearman,5,,12.725476503372192,,3059464,4553920,0,0,0,
ALOS3,B3SA3,1Year,1H,pearson,2,0.6655177709301153,10.194520950317383,0.0009613037109375,1494794,4557170,2555,2170,1509,
CMIG4,CSNA3,1Year,1ms,spearman,10,0.34019886926215576,12.17166805267334,1.7955100536346436,3095210,1753841,3095210,1753841,4800823,
CSAN3,POMO4,1Year,1D,pearson,6,,8.569142818450928,,2531894,2603793,0,0,0,
CXSE3,MRVE3,1Year,1D,pearson,8,,5.834548711776733,,1692802,1758559,0,0,0,
ALOS3,CMIG4,1Year,1S,spearman,3,0.04351011881240837,18.304149389266968,1.1742422580718994,1494794,3095210,9197810,9197779,2421028,
CMIG4,PRIO3,1Year,1D,spearman,3,,9.565606355667114,,3095210,2583061,0,0,0,
PRIO3,VIVT3,1Year,1T,spearman,4,-0.03711299285079617,8.78697681427002,0.6980447769165039,2583061,2100935,130197,153297,88976,
RAIL3,UGPA3,1Year,1D,pearson,2,,8.126553773880005,,3015133,1794061,0,0,0,
BBAS3,CMIG4,1Year,1H,pearson,4,-0.07020682001345285,13.825538396835327,0.0010561943054199219,4920259,3095210,2170,2555,1509,
ENGI11,MRVE3,1Year,1D,pearson,8,,5.4683427810668945,,1490072,1758559,0,0,0,
GGBR4,RENT3,1Year,1ms,kendall,3,-0.14651852674510554,15.063037633895874,2.371048927307129,2814658,3085387,2814658,3085387,5847333,
MULT3,PETR4,1Year,1D,kendall,4,,12.919254541397095,,1704767,5783697,0,0,0,
SMFT3,USIM5,1Year,1S,kendall,2,-0.2097135155539131,15.107514381408691,1.0542628765106201,1640080,1588823,9197937,7811775,1711639,
BBAS3,RADL3,1Year,1H,pearson,10,0.4627230925726491,14.206744909286499,0.001711130142211914,4920259,2764740,2170,2555,1509,
BBSE3,BPAC11,1Year,1ms,spearman,4,-0.5926361878344881,12.392248630523682,1.8457896709442139,2027918,2880579,2027918,2880579,4864823,
CMIN3,ITUB4,1Year,1ms,kendall,5,-0.0699383993383274,15.047632932662964,2.2329909801483154,1433386,4553920,1433386,4553920,5722139,
RADL3,VIVA3,1Year,1T,spearman,2,-0.38217153824761235,8.14790678024292,0.7063248157501221,2764740,1574493,153293,153293,102496,
RDOR3,SBSP3,1Year,1D,kendall,2,,7.37095832824707,,2306821,2043096,0,0,0,
BBDC4,UGPA3,1Year,1T,pearson,8,0.7043873903015619,10.92748212814331,0.002210855484008789,4490500,1794061,130190,130192,88915,
BBDC4,LREN3,1Year,1D,pearson,1,,13.148332595825195,,4490500,3132116,0,0,0,
CSAN3,VALE3,1Year,1S,kendall,4,-0.28211486592518614,20.862292766571045,1.3502037525177002,2531894,4355401,7811390,7811393,2746971,
ITUB4,TIMS3,1Year,1ms,spearman,2,0.8798106752861724,16.294114112854004,2.130671501159668,4553920,2024239,4553920,2024239,6247634,
CSNA3,RAIZ4,1Year,1D,kendall,9,,6.874206781387329,,1753841,2328423,0,0,0,
CXSE3,PRIO3,1Year,1H,pearson,10,-0.46764775781139695,7.183255195617676,0.0017333030700683594,1692802,2583061,2555,2170,1509,
ABEV3,RENT3,1Year,1H,pearson,3,0.6128827207087227,12.991214513778687,0.0010547637939453125,4486771,3085387,2555,2555,1738,
TIMS3,UGPA3,1Year,1ms,kendall,1,0.5675698513672928,9.538738250732422,1.5122861862182617,2024239,1794061,2024239,1794061,3488235,
ENEV3,HYPE3,1Year,1T,pearson,9,0.5359442049628321,6.2053608894348145,0.0027017593383789062,2096459,1465959,130190,153293,88907,
ABEV3,VIVA3,1Year,1ms,pearson,4,0.0335981647961131,13.463948726654053,0.16688966751098633,4486771,1574493,4486771,1574493,6050193,
CXSE3,VALE3,1Year,1ms,pearson,6,0.13997000819388553,13.174542427062988,0.15904784202575684,1692802,4355401,1692802,4355401,5793807,
CMIG4,ITUB4,1Year,1T,pearson,9,0.32198131863011964,13.009288549423218,0.002039194107055664,3095210,4553920,153297,130190,88931,
HYPE3,SBSP3,1Year,1S,pearson,3,0.7183989278212868,15.431174516677856,0.03647017478942871,1465959,2043096,9197562,9197778,1693655,
BBDC3,ENGI11,1Year,1H,kendall,10,0.8216915990750882,6.159303188323975,0.6734619140625,1739149,1490072,2555,2555,1738,
BRAV3,MULT3,1Year,1S,kendall,8,-0.3949926961456792,17.25063920021057,1.1608898639678955,2211028,1704767,9197761,9197819,2013122,
PETR3,RENT3,1Year,1T,kendall,9,-0.43360163338014857,10.305580139160156,0.7165803909301758,2313747,3085387,130190,153297,88808,
ITUB4,VBBR3,1Year,1H,spearman,8,0.8542253613518008,13.134735107421875,0.6923816204071045,4553920,2642833,2170,2555,1509,
BPAC11,GGBR4,1Year,1D,kendall,6,,9.635035276412964,,2880579,2814658,0,0,0,
SUZB3,VIVT3,1Year,1D,kendall,3,,7.1309874057769775,,2157162,2100935,0,0,0,
CSAN3,PETR3,1Year,1H,spearman,1,0.36148288038000437,8.7765793800354,0.6912446022033691,2531894,2313747,2170,2170,1509,
ALOS3,ENEV3,1Year,1T,spearman,5,0.9487758789551655,6.873723030090332,0.6926512718200684,1494794,2096459,153297,130190,88969,
CMIG4,WEGE3,1Year,1T,kendall,6,-0.0035337838436847423,10.989886999130249,0.7013778686523438,3095210,2589087,153297,130190,88937,
MRVE3,PRIO3,1Year,1D,kendall,1,,7.206262588500977,,1758559,2583061,0,0,0,
COGN3,PRIO3,1Year,1T,spearman,4,-0.298198709033423,9.734637022018433,0.6943974494934082,2640596,2583061,130197,130197,88884,
B3SA3,BBAS3,1Year,1T,pearson,5,-0.35355620335265797,16.4536292552948,0.0027000904083251953,4557170,4920259,130190,130197,88916,
LREN3,SUZB3,1Year,1H,spearman,1,-0.4059623583843204,9.547709941864014,0.6955466270446777,3132116,2157162,2555,2170,1509,
KLBN11,MULT3,1Year,1ms,kendall,7,-0.5097402228342115,8.865397691726685,1.5078845024108887,1706371,1704767,1706371,1704767,3388756,
CSAN3,GGBR4,1Year,1S,kendall,3,-0.024151208136921707,18.783260583877563,1.2286512851715088,2531894,2814658,7811390,9197570,2344417,
BPAC11,RAIZ4,1Year,1T,pearson,4,-0.818867349241865,8.975047588348389,0.0028929710388183594,2880579,2328423,153293,153297,102581,
CXSE3,KLBN11,1Year,1D,pearson,8,,5.80389928817749,,1692802,1706371,0,0,0,
KLBN11,WEGE3,1Year,1D,kendall,3,,7.6184241771698,,1706371,2589087,0,0,0,
BEEF3,BRAV3,1Year,1ms,pearson,3,-0.4951706536200654,9.036602973937988,0.1065375804901123,1994111,2211028,1994111,2211028,4180945,
CMIN3,VALE3,1Year,1T,pearson,4,0.4742481962701012,9.758145809173584,0.001998424530029297,1433386,4355401,153293,130190,88874,
COGN3,CXSE3,1Year,1D,spearman,7,,7.285034418106079,,2640596,1692802,0,0,0,
VAMO3,VIVA3,1Year,1D,pearson,4,,5.958581209182739,,1938079,1574493,0,0,0,
B3SA3,VIVT3,1Year,1S,pearson,10,-0.7917364822578037,20.461288690567017,0.0555424690246582,4557170,2100935,7811393,9197775,2705882,
BPAC11,PETR4,1Year,1H,kendall,6,-0.49704244738178954,15.484404563903809,0.6721324920654297,2880579,5783697,2555,2170,1509,
RAIZ4,SMFT3,1Year,1ms,kendall,2,-0.45810316362943604,10.172369003295898,1.6565358638763428,2328423,1640080,2328423,1640080,3954170,
CXSE3,RADL3,1Year,1D,pearson,6,,7.657881498336792,,1692802,2764740,0,0,0,
BBDC4,USIM5,1Year,1T,kendall,9,-0.3088052368873176,11.229143619537354,0.6988205909729004,4490500,1588823,130190,130197,88943,
MULT3,UGPA3,1Year,1S,kendall,10,0.5698238707196553,15.343037843704224,1.043175458908081,1704767,1794061,9197819,7811515,1580316,
EQTL3,HAPV3,1Year,1S,spearman,3,0.6593051978060035,21.588539123535156,1.2113478183746338,2934890,3754418,9197573,7811762,2602502,
ENGI11,SUZB3,1Year,1H,kendall,9,-0.5463557415108219,6.8297646045684814,0.6767106056213379,1490072,2157162,2555,2170,1509,
BBSE3,CSAN3,1Year,1S,pearson,3,0.6295429064703515,16.230921506881714,0.04518461227416992,2027918,2531894,9197816,7811390,2171291,
ALOS3,TOTS3,1Year,1H,pearson,8,0.8403890791723896,5.4026618003845215,0.0010333061218261719,1494794,1702042,2555,2555,1738,
ASAI3,RAIZ4,1Year,1ms,pearson,9,-0.5067138387675851,11.879455089569092,0.15007472038269043,3149833,2328423,3149833,2328423,5430871,
PETR4,VIVT3,1Year,1H,pearson,6,0.8737738466310156,13.554192304611206,0.0019834041595458984,5783697,2100935,2170,2555,1509,
CSNA3,ITSA4,1Year,1H,spearman,8,-0.1605053204707424,9.901893615722656,0.6830229759216309,1753841,3800661,2555,2170,1509,
BBDC3,UGPA3,1Year,1D,kendall,9,,5.994373083114624,,1739149,1794061,0,0,0,
BPAC11,ITUB4,1Year,1D,pearson,8,,12.531704902648926,,2880579,4553920,0,0,0,
B3SA3,CSAN3,1Year,1D,kendall,2,,12.119113683700562,,4557170,2531894,0,0,0,
RDOR3,VALE3,1Year,1T,spearman,4,0.4612138666624671,12.031254053115845,0.6929898262023926,2306821,4355401,153293,130190,88480,
ALOS3,ENGI11,1Year,1H,spearman,4,0.9536154839612556,5.7559661865234375,0.6720573902130127,1494794,1490072,2555,2555,1738,
ALOS3,KLBN11,1Year,1D,spearman,5,,5.419423818588257,,1494794,1706371,0,0,0,
ENGI11,PETR4,1Year,1S,kendall,8,-0.48497533250658875,22.250556707382202,1.3228716850280762,1490072,5783697,9197810,7811787,2622025,
ELET3,KLBN11,1Year,1ms,kendall,1,-0.5762483324868586,12.121202945709229,1.9504168033599854,3059464,1706371,3059464,1706371,4729434,
RDOR3,VIVT3,1Year,1T,kendall,7,-0.22426981319879816,8.264795303344727,0.735682487487793,2306821,2100935,153293,153297,102512,
B3SA3,ITUB4,1Year,1D,pearson,2,,15.588016748428345,,4557170,4553920,0,0,0,
CSAN3,VALE3,1Year,1H,pearson,7,-0.44075156249180647,11.571642398834229,0.0010027885437011719,2531894,4355401,2170,2170,1509,
BPAC11,RENT3,1Year,1T,pearson,1,0.5065210980798104,10.330040216445923,0.0022296905517578125,2880579,3085387,153293,153297,102422,
BBDC3,HAPV3,1Year,1T,spearman,6,0.7892354936356207,10.408716440200806,0.7011904716491699,1739149,3754418,153297,130197,88913,
SMFT3,TOTS3,1Year,1S,spearman,8,0.8044077061570096,15.861120700836182,1.0554413795471191,1640080,1702042,9197937,9197563,1797417,
CMIN3,SMFT3,1Year,1S,pearson,6,0.09245376910307333,14.472349166870117,0.03645181655883789,1433386,1640080,9197565,9197937,1743910,
ABEV3,ASAI3,1Year,1S,pearson,7,0.44242006270115625,22.625128269195557,0.06677889823913574,4486771,3149833,9197770,9197785,3319477,
CMIG4,ITSA4,1Year,1S,kendall,10,0.1289223272527162,21.504371404647827,1.2914555072784424,3095210,3800661,9197779,7811781,2788136,
CSNA3,ELET3,1Year,1T,pearson,8,-0.2720343696431814,8.250074863433838,0.0022335052490234375,1753841,3059464,153293,153297,102471,
BBSE3,CYRE3,1Year,1H,spearman,4,-0.5023441857574515,7.500258445739746,0.6906354427337646,2027918,1990807,2555,2555,1738,
ALOS3,GGBR4,1Year,1ms,pearson,8,-0.09579124503819185,9.132806539535522,0.10881280899047852,1494794,2814658,1494794,2814658,4282747,
KLBN11,TOTS3,1Year,1D,spearman,7,,5.809122323989868,,1706371,1702042,0,0,0,
CSAN3,POMO4,1Year,1H,kendall,10,-0.3134457537253007,9.270755290985107,0.6917126178741455,2531894,2603793,2170,2555,1509,
ELET3,VALE3,1Year,1S,spearman,4,0.5201277274496852,22.319777488708496,1.2228450775146484,3059464,4355401,9197768,7811393,2559450,
COGN3,CPLE6,1Year,1T,spearman,2,0.9441084273831445,10.321341276168823,0.706587553024292,2640596,3024581,130197,153297,88976,
CSNA3,ITSA4,1Year,1ms,spearman,2,-0.14411637908487243,13.516036748886108,1.8835368156433105,1753841,3800661,1753841,3800661,5281172,
CSNA3,USIM5,1Year,1ms,spearman,4,0.8005667966838504,8.08448576927185,1.3075075149536133,1753841,1588823,1753841,1588823,3074604,
SUZB3,USIM5,1Year,1D,pearson,10,,6.332548141479492,,2157162,1588823,0,0,0,
TOTS3,VIVA3,1Year,1H,pearson,7,0.7787140600495609,5.565397262573242,0.0009548664093017578,1702042,1574493,2555,2555,1738,
RDOR3,WEGE3,1Year,1D,spearman,2,,8.21372127532959,,2306821,2589087,0,0,0,
ASAI3,WEGE3,1Year,1S,spearman,1,-0.6439725818281474,19.398937463760376,1.1887917518615723,3149833,2589087,9197785,7811390,2412328,
BBSE3,CPLE6,1Year,1H,pearson,10,-0.4530629574122795,8.460190534591675,0.001739501953125,2027918,3024581,2555,2555,1738,
BBDC4,RENT3,1Year,1T,pearson,6,0.6571897418162486,13.078906536102295,0.00269317626953125,4490500,3085387,130190,153297,88861,
BBAS3,HAPV3,1Year,1T,kendall,9,-0.48032562635180354,15.662311792373657,0.6961147785186768,4920259,3754418,130197,130197,88929,
CMIN3,VALE3,1Year,1T,pearson,1,0.4742481962701012,9.812387704849243,0.0020437240600585938,1433386,4355401,153293,130190,88874,
ABEV3,CSAN3,1Year,1T,pearson,4,0.1568331036393097,12.09430456161499,0.0027322769165039062,4486771,2531894,153297,130190,88899,
BBAS3,BPAC11,1Year,1S,spearman,4,-0.5962024865053318,23.584922075271606,1.3072407245635986,4920259,2880579,7811769,9197569,2968821,
ASAI3,COGN3,1Year,1ms,spearman,4,0.6494525429162366,13.888409852981567,1.8751304149627686,3149833,2640596,3149833,2640596,5168158,
RAIZ4,WEGE3,1Year,1T,kendall,8,0.5344363237456699,9.046759843826294,0.698918342590332,2328423,2589087,153297,130190,88957,
ELET3,SUZB3,1Year,1D,spearman,10,,8.797876358032227,,3059464,2157162,0,0,0,
MRVE3,POMO4,1Year,1ms,spearman,2,0.6442977771893976,10.805108308792114,1.6532368659973145,1758559,2603793,1758559,2603793,4313894,
COGN3,CSAN3,1Year,1S,kendall,7,-0.24962044059689076,17.84812903404236,1.2094769477844238,2640596,2531894,7811757,7811390,2562130,
