instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
ABEV3,PETR4,1Year,1D,pearson,9,-0.4669047336806478,15.95108962059021,0.0009806156158447266,4486771,5783697,261,222,216,
HAPV3,PETR4,1Year,1D,pearson,8,-0.618891956828084,13.684088706970215,0.0012176036834716797,3754418,5783697,222,222,216,
ITSA4,LREN3,1Year,1H,spearman,8,0.6189163654116353,10.567065000534058,0.6526930332183838,3800661,3132116,7423,8743,1509,
ABEV3,BBDC4,1Year,1D,spearman,3,0.12568554098987472,13.791566371917725,0.5752902030944824,4486771,4490500,261,222,216,
B3SA3,BBAS3,1Year,1S,kendall,10,-0.07926830993162064,19.981783151626587,1.2589709758758545,4557170,4920259,26722193,26722569,3460811,
BBAS3,ITSA4,1Year,1D,pearson,4,-0.608689113740289,12.6766517162323,0.0015940666198730469,4920259,3800661,222,222,216,
BBDC4,ITSA4,1Year,1T,pearson,4,0.947208697112001,12.138736724853516,0.002366304397583008,4490500,3800661,445370,445377,88943,
BBDC4,ITSA4,1Year,1H,kendall,6,0.7750056305545111,12.67089033126831,0.5749776363372803,4490500,3800661,7423,7423,1509,
BBDC4,VALE3,1Year,1T,kendall,5,0.3138467743980014,13.687111854553223,0.5931186676025391,4490500,4355401,445370,445370,88890,
LREN3,PETR4,1Year,1D,kendall,1,-0.20367136122089022,13.292264938354492,0.5658574104309082,3132116,5783697,261,222,216,
ABEV3,PETR4,1Year,1ms,pearson,5,-0.4749832007179372,18.81037974357605,0.21988916397094727,4486771,5783697,4486771,5783697,9399925,
BBAS3,PETR4,1Year,1H,kendall,10,0.3471021135890738,16.231245040893555,0.5673675537109375,4920259,5783697,7423,7423,1509,
BBAS3,LREN3,1Year,1D,pearson,6,-0.6105791714608396,11.712352991104126,0.0009505748748779297,4920259,3132116,222,261,216,
HAPV3,VALE3,1Year,1T,kendall,2,0.09782894641672611,12.218278884887695,0.5830073356628418,3754418,4355401,445377,445370,88873,
BBDC4,ITUB4,1Year,1T,kendall,4,0.7188880790528709,13.847798824310303,0.5809774398803711,4490500,4553920,445370,445370,88880,
B3SA3,BBAS3,1Year,1T,pearson,6,-0.35355620335265797,14.981281518936157,0.002529621124267578,4557170,4920259,445370,445377,88916,
B3SA3,PETR4,1Year,1D,pearson,3,-0.6891314192210891,15.205267667770386,0.0015697479248046875,4557170,5783697,222,222,216,
HAPV3,ITUB4,1Year,1H,spearman,9,0.7575071008190855,12.397080183029175,0.5818536281585693,3754418,4553920,7423,7423,1509,
BBDC4,ITSA4,1Year,1S,pearson,3,0.9446326380535054,16.368061065673828,0.05339193344116211,4490500,3800661,26722193,26722581,3039126,
ITSA4,LREN3,1Year,1S,pearson,3,0.7114277551239362,14.850951433181763,0.049271345138549805,3800661,3132116,26722581,31474373,2783058,
PETR4,VALE3,1Year,1H,kendall,3,-0.08919792439308633,15.265469074249268,0.60036301612854,5783697,4355401,7423,7423,1509,
BBDC4,VALE3,1Year,1ms,spearman,6,0.3587918270649548,18.6577627658844,2.312937021255493,4490500,4355401,4490500,4355401,8701787,
HAPV3,ITUB4,1Year,1T,spearman,2,0.7587089346183227,12.404584169387817,0.5833683013916016,3754418,4553920,445377,445370,88842,
B3SA3,BBDC4,1Year,1ms,pearson,3,0.7326708422750774,16.795827865600586,0.20874905586242676,4557170,4490500,4557170,4490500,8832866,
LREN3,VALE3,1Year,1S,spearman,9,-0.12611046964859635,16.045210361480713,1.0671710968017578,3132116,4355401,31474373,26722193,2780574,
HAPV3,ITUB4,1Year,1H,kendall,1,0.5469983461349874,12.299476385116577,0.5812983512878418,3754418,4553920,7423,7423,1509,
ITUB4,LREN3,1Year,1S,pearson,10,0.6491384723786278,15.415151596069336,0.05161595344543457,4553920,3132116,26722189,31474373,2913194,
B3SA3,ITUB4,1Year,1T,pearson,2,0.707133612495121,13.35778021812439,0.0018131732940673828,4557170,4553920,445370,445370,88851,
HAPV3,VALE3,1Year,1ms,kendall,3,0.08614178445395346,17.17409610748291,2.4627320766448975,3754418,4355401,3754418,4355401,8025484,
HAPV3,PETR4,1Year,1T,spearman,10,-0.5138694698428641,14.152615308761597,0.6029210090637207,3754418,5783697,445377,445377,88902,
BBDC4,ITSA4,1Year,1D,spearman,9,0.9144284127351492,13.123973846435547,0.5874474048614502,4490500,3800661,222,222,216,
LREN3,VALE3,1Year,1ms,spearman,7,-0.11028185692804819,15.20011043548584,1.9648091793060303,3132116,4355401,3132116,4355401,7030306,
BBDC4,HAPV3,1Year,1S,pearson,10,0.8167105444906612,16.39669966697693,0.0544435977935791,4490500,3754418,26722193,26722562,3099776,
BBAS3,LREN3,1Year,1H,spearman,5,-0.5458203660665735,12.21381139755249,0.5717372894287109,4920259,3132116,7423,8743,1509,
ITSA4,LREN3,1Year,1S,pearson,10,0.7114277551239362,13.926265239715576,0.049307823181152344,3800661,3132116,26722581,31474373,2783058,
HAPV3,PETR4,1Year,1D,spearman,7,-0.5019826180008137,14.115166425704956,0.5735185146331787,3754418,5783697,222,222,216,
BBDC4,PETR4,1Year,1S,kendall,6,-0.45851811169029516,20.854589700698853,1.2110023498535156,4490500,5783697,26722193,26722587,3323723,
HAPV3,PETR4,1Year,1ms,kendall,2,-0.31223293779328826,19.68799090385437,2.6835060119628906,3754418,5783697,3754418,5783697,9449078,
