instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
ITUB4,VALE3,1Year,1H,spearman,8,0.4295380197764608,13.67995548248291,0.6448616981506348,4553920,4355401,7423,7423,1509,
ITSA4,LREN3,1Year,1ms,pearson,4,0.729554207450444,12.377045154571533,0.15222620964050293,3800661,3132116,3800661,3132116,6456057,
HAPV3,PETR4,1Year,1S,kendall,6,-0.3167977149111574,18.543052911758423,1.1964969635009766,3754418,5783697,26722562,26722587,3231867,
B3SA3,VALE3,1Year,1T,pearson,6,0.0824404573931002,13.180552959442139,0.002354145050048828,4557170,4355401,445370,445370,88861,
B3SA3,PETR4,1Year,1H,pearson,9,-0.6970502161157549,15.161559343338013,0.0009839534759521484,4557170,5783697,7423,7423,1509,
B3SA3,BBDC4,1Year,1S,spearman,8,0.6515812772341231,17.9941508769989,1.1333644390106201,4557170,4490500,26722193,26722193,3266067,
B3SA3,PETR4,1Year,1ms,spearman,3,-0.5549704766990705,21.94636106491089,2.588567018508911,4557170,5783697,4557170,5783697,10182042,
ITUB4,PETR4,1Year,1T,kendall,3,-0.43837822521456166,15.99699592590332,0.5968673229217529,4553920,5783697,445370,445377,88877,
HAPV3,ITUB4,1Year,1H,pearson,6,0.7112907721709012,11.820778608322144,0.0009713172912597656,3754418,4553920,7423,7423,1509,
BBAS3,VALE3,1Year,1T,kendall,10,-0.05993702104715491,14.259335994720459,0.5790443420410156,4920259,4355401,445377,445370,88926,
HAPV3,LREN3,1Year,1T,spearman,6,0.7434658908342167,10.428984642028809,0.580113410949707,3754418,3132116,445377,524573,88766,
BBAS3,BBDC4,1Year,1H,pearson,5,-0.7705905257958231,13.802931547164917,0.0015501976013183594,4920259,4490500,7423,7423,1509,
B3SA3,VALE3,1Year,1S,spearman,8,0.03661582230379559,17.821211576461792,1.1480629444122314,4557170,4355401,26722193,26722193,3171922,
ITSA4,LREN3,1Year,1S,kendall,5,0.4388699642013457,15.118291139602661,1.0525588989257812,3800661,3132116,26722581,31474373,2783058,
ABEV3,BBDC4,1Year,1T,kendall,9,0.05411786372349273,13.826964855194092,0.6034510135650635,4486771,4490500,524577,445370,88932,
HAPV3,ITUB4,1Year,1ms,kendall,7,0.5958140329023167,17.89486837387085,2.4091854095458984,3754418,4553920,3754418,4553920,8203491,
ITSA4,VALE3,1Year,1T,spearman,3,0.41868994649259433,12.333357572555542,0.5760257244110107,3800661,4355401,445377,445370,88936,
B3SA3,BBDC4,1Year,1S,pearson,4,0.7352106063374058,17.015390634536743,0.05742239952087402,4557170,4490500,26722193,26722193,3266067,
BBDC4,PETR4,1Year,1ms,spearman,5,-0.6805789473643569,21.690476655960083,2.5531320571899414,4490500,5783697,4490500,5783697,10122022,
B3SA3,BBAS3,1Year,1ms,pearson,8,-0.33783584790783044,18.228032112121582,0.2207643985748291,4557170,4920259,4557170,4920259,9282847,
B3SA3,PETR4,1Year,1T,kendall,9,-0.28687321925554365,15.979583501815796,0.5915412902832031,4557170,5783697,445370,445377,88897,
ITUB4,VALE3,1Year,1T,kendall,4,0.2913195845378475,13.71127724647522,0.582068681716919,4553920,4355401,445370,445370,88862,
ITUB4,PETR4,1Year,1D,spearman,2,-0.6474043505633226,16.86883783340454,0.5741403102874756,4553920,5783697,222,222,216,
BBAS3,BBDC4,1Year,1T,kendall,10,-0.3166935104961933,14.483745813369751,0.5935757160186768,4920259,4490500,445377,445370,88909,
BBDC4,PETR4,1Year,1T,pearson,3,-0.7966550884779803,15.086998701095581,0.001800537109375,4490500,5783697,445370,445377,88920,
ITSA4,PETR4,1Year,1ms,spearman,10,-0.7095123532607402,19.703664779663086,2.4560718536376953,3800661,5783697,3800661,5783697,9419449,
LREN3,PETR4,1Year,1H,spearman,10,-0.4223140906258148,13.466976881027222,0.5938234329223633,3132116,5783697,8743,7423,1509,
B3SA3,ITUB4,1Year,1T,kendall,10,0.4543873378102057,13.93036699295044,0.5893275737762451,4557170,4553920,445370,445370,88851,
ITSA4,PETR4,1Year,1H,spearman,4,-0.6910632345370891,14.231601238250732,0.5716438293457031,3800661,5783697,7423,7423,1509,
HAPV3,LREN3,1Year,1D,spearman,4,0.7455879963280725,11.436925172805786,0.5874993801116943,3754418,3132116,222,261,216,
PETR4,VALE3,1Year,1S,kendall,6,-0.07246616154303158,20.565208196640015,1.2354459762573242,5783697,4355401,26722587,26722193,3185095,
BBDC4,ITSA4,1Year,1ms,pearson,8,0.9419148674229062,15.42963695526123,0.19099950790405273,4490500,3800661,4490500,3800661,8050171,
B3SA3,BBAS3,1Year,1S,spearman,6,-0.24817253392617314,19.692523956298828,1.181624412536621,4557170,4920259,26722193,26722569,3460811,
BBDC4,ITUB4,1Year,1D,pearson,3,0.9223705850521708,13.339168548583984,0.0015683174133300781,4490500,4553920,222,222,216,
B3SA3,VALE3,1Year,1ms,pearson,5,0.0960484803347808,16.750298500061035,0.20575451850891113,4557170,4355401,4557170,4355401,8757378,
BBAS3,HAPV3,1Year,1ms,kendall,7,-0.47771692885127837,18.352537393569946,2.437721014022827,4920259,3754418,4920259,3754418,8590828,
ABEV3,ITSA4,1Year,1T,spearman,4,0.22655714080355066,12.87113332748413,0.5857670307159424,4486771,3800661,524577,445377,88970,
